county,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17
29001,82.17,79.57,13.48,88.26,20.43,22.17,98.70,91.74,4.78,12.61,93.48,32.61,53.48,59.57,50.00,40.43,37.83
29003,90.00,3.04,54.35,42.17,47.39,68.26,36.96,31.74,63.91,3.91,50.00,64.78,26.52,29.13,96.09,17.83,3.04
29005,75.22,0.43,21.30,98.70,57.83,92.61,12.61,49.13,60.43,51.74,32.61,13.48,31.74,43.91,93.48,33.48,11.74
29007,39.57,63.91,19.57,56.09,44.78,2.17,49.13,48.26,78.70,1.30,86.52,46.52,39.57,66.52,76.96,97.83,98.70
29009,32.61,91.74,97.83,71.74,40.43,11.74,10.87,9.13,0.43,83.04,79.57,90.00,5.65,42.17,14.35,98.70,42.17
29011,40.43,56.09,88.26,67.39,3.91,96.96,68.26,92.61,80.43,14.35,57.83,90.87,29.13,85.65,8.26,24.78,91.74
29013,43.04,24.78,70.00,65.65,36.96,65.65,55.22,51.74,70.87,16.09,6.52,62.17,7.39,64.78,81.30,89.13,49.13
29015,21.30,20.43,26.52,86.52,38.70,76.96,3.04,16.96,5.65,50.87,90.87,65.65,83.04,83.04,70.00,53.48,52.61
29017,19.57,43.04,41.30,11.74,56.96,63.04,51.74,99.57,65.65,72.61,65.65,95.22,13.48,2.17,30.87,70.87,24.78
29019,96.96,90.87,5.65,78.70,4.78,47.39,96.96,85.65,7.39,98.70,84.78,77.83,16.96,19.57,84.78,55.22,97.83
29021,83.91,76.09,87.39,80.43,79.57,38.70,80.43,26.52,26.52,15.22,51.74,70.87,22.17,23.91,45.65,10.87,69.13
29023,26.52,86.52,10.00,21.30,13.48,32.61,54.35,56.09,20.43,39.57,53.48,48.26,70.87,65.65,37.83,61.30,62.17
29025,80.43,5.65,52.61,58.70,73.48,83.91,33.48,63.04,43.04,23.91,38.70,51.74,35.22,43.04,23.04,43.04,60.43
29027,76.09,44.78,36.96,15.22,74.35,52.61,59.57,56.96,48.26,59.57,46.52,36.09,9.13,35.22,67.39,54.35,85.65
