county,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17
49001,53.45,29.31,15.52,53.45,46.55,91.38,15.52,74.14,12.07,25.86,15.52,18.97,22.41,5.17,91.38,60.34,12.07
49003,32.76,46.55,46.55,81.03,18.97,36.21,39.66,81.03,43.10,70.69,8.62,84.48,84.48,74.14,1.72,84.48,1.72
49005,15.52,91.38,63.79,74.14,39.66,53.45,87.93,5.17,15.52,43.10,1.72,63.79,70.69,43.10,8.62,22.41,18.97
49007,63.79,50.00,8.62,15.52,32.76,1.72,36.21,36.21,56.90,46.55,32.76,53.45,12.07,98.28,70.69,56.90,60.34
49009,36.21,1.72,98.28,12.07,29.31,15.52,98.28,87.93,5.17,87.93,36.21,25.86,43.10,53.45,77.59,36.21,63.79
49011,8.62,81.03,74.14,70.69,63.79,46.55,84.48,60.34,98.28,74.14,43.10,60.34,1.72,46.55,63.79,94.83,70.69
49013,74.14,43.10,81.03,39.66,25.86,29.31,1.72,29.31,74.14,1.72,22.41,43.10,77.59,22.41,18.97,12.07,94.83
49015,39.66,32.76,70.69,50.00,60.34,63.79,53.45,22.41,60.34,12.07,5.17,12.07,98.28,87.93,98.28,81.03,43.10
49017,91.38,15.52,25.86,22.41,56.90,50.00,77.59,56.90,81.03,67.24,77.59,36.21,67.24,1.72,56.90,53.45,5.17
49019,81.03,25.86,18.97,8.62,81.03,5.17,32.76,12.07,25.86,50.00,67.24,81.03,56.90,12.07,32.76,98.28,32.76
49021,84.48,77.59,1.72,84.48,67.24,18.97,91.38,70.69,36.21,8.62,63.79,91.38,81.03,39.66,94.83,8.62,39.66
49023,60.34,22.41,60.34,91.38,22.41,84.48,63.79,46.55,53.45,39.66,25.86,87.93,29.31,8.62,67.24,87.93,98.28
49025,67.24,8.62,12.07,56.90,98.28,25.86,43.10,91.38,77.59,81.03,46.55,1.72,60.34,70.69,5.17,50.00,91.38
49027,43.10,63.79,22.41,29.31,36.21,94.83,29.31,84.48,22.41,77.59,39.66,15.52,15.52,50.00,12.07,46.55,77.59
49029,5.17,36.21,91.38,94.83,84.48,43.10,56.90,67.24,91.38,36.21,81.03,77.59,46.55,25.86,36.21,5.17,8.62
49031,94.83,5.17,53.45,32.76,1.72,98.28,46.55,18.97,87.93,84.48,91.38,94.83,91.38,94.83,39.66,70.69,29.31
49033,46.55,39.66,56.90,98.28,70.69,8.62,5.17,8.62,29.31,98.28,53.45,56.90,63.79,32.76,81.03,18.97,74.14
49035,12.07,94.83,36.21,1.72,43.10,77.59,74.14,43.10,84.48,94.83,50.00,22.41,94.83,15.52,46.55,39.66,81.03
49037,98.28,98.28,94.83,60.34,87.93,67.24,60.34,77.59,46.55,63.79,29.31,70.69,32.76,56.90,50.00,67.24,36.21
49039,87.93,56.90,29.31,46.55,8.62,12.07,94.83,50.00,18.97,32.76,87.93,50.00,36.21,18.97,15.52,29.31,84.48
49041,77.59,18.97,32.76,63.79,50.00,56.90,50.00,39.66,67.24,18.97,18.97,74.14,25.86,81.03,29.31,1.72,50.00
49043,1.72,67.24,84.48,5.17,94.83,70.69,18.97,63.79,39.66,22.41,60.34,98.28,53.45,67.24,74.14,15.52,87.93
49045,22.41,70.69,50.00,77.59,12.07,22.41,22.41,98.28,70.69,53.45,74.14,46.55,87.93,63.79,43.10,91.38,56.90
49047,70.69,60.34,87.93,43.10,15.52,32.76,8.62,25.86,94.83,5.17,84.48,5.17,18.97,29.31,60.34,25.86,22.41
49049,25.86,84.48,67.24,87.93,53.45,60.34,81.03,15.52,8.62,15.52,94.83,8.62,39.66,84.48,53.45,74.14,53.45
49051,18.97,74.14,77.59,36.21,74.14,81.03,12.07,32.76,1.72,29.31,98.28,29.31,74.14,77.59,25.86,77.59,46.55
49053,56.90,53.45,5.17,67.24,77.59,74.14,67.24,94.83,50.00,56.90,70.69,32.76,50.00,91.38,84.48,43.10,67.24
49055,50.00,12.07,43.10,25.86,91.38,87.93,70.69,1.72,63.79,60.34,12.07,39.66,8.62,60.34,22.41,63.79,25.86
49057,29.31,87.93,39.66,18.97,5.17,39.66,25.86,53.45,32.76,91.38,56.90,67.24,5.17,36.21,87.93,32.76,15.52
