% Asian,Avg Household Size,Latitude,Longitude,% Poverty,% Black,% Ed. Bachelors,% Ed. Grad. Degree,% Ed. HS Grad.,% Ed. < HS,% Ed. Some College,% Hawaiian/PI,% Hispanic/Latino,% Male,Median Age,Median Income,% Multi-race,% Native,% Other Race,MH Provider Count,MH Provider per 1000 Pop.,Population,tract,Unemployment,% White
3.5,2.48,29.6497759333333,-82.3335638,68.1,15.8,15.7,16.6,22.9,10.6,34.2,0.4,15.5,40.9,21.5,6452.0,3.8,0.0,0.6,6,0.877449546651068,6838,12001000200,15.6,76.0
2.1,1.57,29.6649996521739,-82.3329481,38.2,16.4,26.0,15.8,15.3,19.9,23.0,0.6,5.9,45.8,28.5,15009.0,1.5,0.0,0.0,23,8.67597133157299,2651,12001000301,6.8,79.4
1.6,2.05,29.691494,-82.33909,22.4,20.0,18.9,7.2,21.1,3.4,49.4,0.0,8.8,50.6,35.7,22880.0,3.6,0.0,1.1,1,0.367376928728876,2722,12001000302,15.4,73.6
0.2,2.83,,,26.4,64.2,13.1,2.8,38.4,11.7,34.0,0.1,7.4,47.1,25.9,25281.0,2.2,0.0,1.5,0,0,5979,12001000400,12.0,31.9
3.3,2.08,29.6525535833333,-82.3239717866667,25.2,28.6,21.3,20.5,19.0,14.2,25.1,0.0,4.0,47.9,32.2,20130.0,1.5,0.0,0.0,6,1.28644939965695,4664,12001000500,3.0,66.6
0.0,2.68,29.649464,-82.29332,36.1,88.2,3.7,3.2,38.4,23.9,30.8,0.0,0.6,41.9,28.5,17830.0,1.8,0.0,0.6,1,0.23094688221709,4330,12001000600,27.6,9.3
0.0,2.73,29.6419119666667,-82.2997539666667,22.0,80.3,6.3,3.0,37.3,23.7,29.8,0.0,4.0,44.7,36.1,16072.0,0.8,0.0,2.9,3,0.499251123315027,6009,12001000700,13.7,16.0
9.5,1.88,,,59.9,11.5,23.3,33.7,20.1,3.9,19.0,0.0,6.7,55.7,23.3,7957.0,0.5,0.0,3.6,0,0,2322,12001000806,2.2,74.8
25.7,2.28,29.6175296,-82.338957,45.3,20.0,28.0,40.1,9.1,2.0,20.7,0.0,5.4,59.0,23.6,20000.0,6.4,0.5,0.6,5,1.25439036628199,3986,12001000808,9.2,46.8
8.4,1.76,29.6373127563889,-82.3443339255556,27.3,13.8,27.0,35.6,14.6,6.5,16.3,0.0,2.9,52.1,28.6,20651.0,7.6,0.0,0.0,36,23.4986945169713,1532,12001000809,1.0,70.2
17.8,1.68,29.6424149,-82.3691905,36.7,9.9,29.7,60.5,3.1,2.9,3.7,0.0,14.5,52.5,19.8,3849.0,4.4,0.2,3.6,3,0.905250452625226,3314,12001000901,16.7,64.0
6.1,2.03,29.6402609900837,-82.344004147155,47.1,15.7,11.6,37.2,17.4,1.2,32.6,0.1,14.0,37.4,19.3,"2,500",2.6,0.2,1.5,239,27.8782223259069,8573,12001000902,13.0,73.7
6.2,2.37,29.6601666625,-82.3572622,47.0,0.9,30.2,48.6,5.3,4.8,11.1,0.2,7.0,50.1,23.0,14061.0,1.0,0.0,0.2,8,1.21138703815869,6604,12001001000,10.4,91.6
4.1,2.19,29.6776004721429,-82.3842998928572,7.8,1.3,25.0,42.3,9.5,2.3,20.9,0.0,5.4,49.4,47.7,40161.0,2.1,0.6,0.5,28,4.46286260758687,6274,12001001100,6.0,91.4
13.0,2.52,29.6976572333333,-82.3778702333333,10.9,5.6,17.7,26.3,25.2,4.1,26.6,0.0,6.2,45.2,37.5,35332.0,2.5,0.0,0.0,3,1.0148849797023,2956,12001001201,1.4,78.9
3.7,2.27,29.6889239,-82.3617433,13.8,13.8,25.4,22.8,17.5,4.3,30.0,0.0,10.4,50.8,31.8,27676.0,3.1,0.7,3.4,3,0.439238653001464,6830,12001001202,6.5,75.4
7.4,2.25,,,29.0,17.3,19.1,11.1,22.2,12.1,35.6,0.0,14.6,57.8,29.3,20205.0,2.0,0.9,5.5,0,0,3680,12001001203,7.3,66.8
0.9,2.55,29.665777,-82.24976,28.7,66.8,8.2,3.9,31.1,29.6,27.2,0.0,2.6,63.4,34.2,15377.0,2.8,0.1,0.5,7,1.66231298978865,4211,12001001400,11.4,29.0
13.2,1.3,,,53.6,13.7,14.1,40.6,5.8,5.4,34.1,0.0,13.0,59.4,23.2,16083.0,0.0,0.0,0.4,0,0,935,12001001514,18.7,72.7
