county,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17
50001,7.65,48.77,71.79,33.91,56.57,81.14,86.01,50.91,38.11,18.67,83.88,47.44,81.11,18.98,30.28,87.99,41.42
50003,12.01,24.08,64.69,34.61,34.13,58.07,86.52,47.12,31.46,14.97,89.51,25.29,82.77,78.41,29.96,87.95,78.79
50005,19.05,28.88,60.68,53.58,47.98,90.25,90.21,34.77,26.34,18.83,77.04,45.24,93.01,33.63,49.76,81.21,56.38
50007,4.63,75.51,88.69,26.15,42.63,84.71,80.73,11.95,63.92,12.43,95.15,54.85,39.45,74.59,11.38,89.70,45.59
50009,34.01,6.48,19.40,48.07,78.18,66.22,97.72,68.79,35.66,8.55,54.69,39.58,82.73,32.00,44.89,68.57,51.32
50011,14.97,53.93,65.64,41.04,35.15,98.68,75.99,58.64,30.38,10.39,32.48,50.30,57.08,43.75,66.98,72.39,85.98
50013,1.67,46.80,74.40,43.30,53.26,75.22,81.52,82.80,4.85,15.83,82.83,51.99,68.32,81.62,39.89,85.76,89.42
50015,10.61,50.91,70.74,49.73,39.04,87.67,63.99,40.44,62.65,10.74,93.71,73.63,72.99,83.94,40.95,91.74,77.36
50017,9.15,29.65,59.95,40.72,57.85,77.55,82.22,66.79,46.26,11.54,86.87,41.36,72.61,72.71,72.26,62.08,66.09
50019,25.03,15.77,37.16,50.59,65.04,80.95,93.49,44.73,58.13,6.86,76.02,33.98,84.77,48.30,42.92,79.14,72.87
50021,13.51,25.60,61.12,37.79,42.38,64.24,89.48,56.54,36.97,13.48,85.60,39.83,78.12,49.25,40.34,70.54,49.51
50023,3.45,46.87,74.97,34.96,45.81,80.16,73.57,51.58,29.46,11.35,90.95,48.01,49.51,86.68,62.08,73.28,71.44
50025,12.71,25.99,67.68,36.14,46.87,46.29,89.39,49.16,34.07,17.52,93.62,46.13,64.85,71.31,47.25,79.07,78.25
50027,4.57,35.53,66.60,30.12,42.89,59.18,80.79,82.73,33.31,13.22,88.24,56.57,68.03,73.15,52.94,77.32,74.43
