tract,State,County,Latitude,Longitude,RUCA Urbanicity,% Insured,Population,Population Density,Avg Household Size,Unemployment,Median Age,% Male,% White,% Black,% Native,% Asian,% Hawaiian/PI,% Other Race,% Multi-race,% Hispanic/Latino,% Ed. < HS,% Ed. HS Grad.,% Ed. College Grad.,Median Income,% Poverty,MH Provider Count,MH Provider per 1000 Pop.
17001000100,IL,Adams County,,,4,98.3,4569,913.8,2.08,6.2,49.7,44.2,90.7,4.2,0.0,0.0,0.0,4.0,1.2,4.6,5.4,37.8,56.8,32492.0,3.9,0,0
17001000201,IL,Adams County,,,4,88.3,1937,1614.16666666667,2.23,6.5,43.1,49.8,91.2,3.3,0.5,3.2,0.0,1.5,0.3,1.3,6.3,37.5,56.2,22281.0,16.7,0,0
17001000202,IL,Adams County,,,4,90.6,2563,4271.66666666667,2.55,6.2,33.2,46.4,88.2,4.7,0.7,0.8,0.0,1.6,4.0,2.5,6.2,38.1,55.7,22803.0,17.1,0,0
17001000400,IL,Adams County,,,4,89.3,3403,2001.76470588235,2.25,12.1,41.9,43.9,82.8,13.8,0.0,1.1,0.0,0.0,2.3,0.2,13.6,44.2,42.3,18141.0,31.6,0,0
17001000500,IL,Adams County,,,4,88.4,2298,4596.0,2.35,9.3,39.1,51.7,81.1,17.4,0.0,0.0,0.0,0.3,1.1,1.6,14.5,45.8,39.7,17421.0,25.2,0,0
17001000600,IL,Adams County,39.9324226333333,-91.385659,4,94.2,3764,3421.81818181818,2.25,5.5,41.3,50.8,91.2,4.6,0.0,0.7,1.4,2.1,0.2,0.1,5.3,20.3,74.4,28313.0,15.0,6,1.59404888416578
17001000700,IL,Adams County,39.9340431538461,-91.4016229230769,4,86.6,1259,2518.0,1.53,6.6,35.7,55.4,78.2,14.4,1.3,0.7,0.0,0.0,5.4,2.0,19.8,35.0,45.2,16287.0,36.9,13,10.3256552819698
17001000800,IL,Adams County,,,4,87.0,2700,3000.0,2.2,11.7,34.3,45.3,84.1,9.9,0.8,0.0,0.0,0.9,4.3,5.1,19.3,48.2,32.4,18489.0,34.4,0,0
17001000900,IL,Adams County,,,4,89.8,2671,3815.71428571429,2.44,11.4,31.0,49.3,91.7,4.3,0.0,0.0,0.0,0.0,4.1,0.0,11.8,37.2,51.0,23137.0,28.2,0,0
17001001001,IL,Adams County,,,4,91.3,3577,5961.66666666667,2.36,8.4,34.7,51.8,98.5,1.5,0.0,0.0,0.0,0.0,0.0,0.6,5.3,38.9,55.7,32414.0,6.0,0,0
17001001002,IL,Adams County,,,4,96.4,3691,3075.83333333333,2.64,4.7,43.9,40.0,92.4,3.1,0.0,1.9,0.0,0.4,2.2,2.1,9.0,36.1,55.0,29620.0,8.8,0,0
17001001100,IL,Adams County,39.9140225,-91.3552825,4,97.7,8160,1632.0,2.3,5.0,43.2,48.1,93.1,2.0,0.2,2.5,0.0,0.0,2.1,1.4,3.7,27.2,69.1,31865.0,9.8,2,0.245098039215686
17001010100,IL,Adams County,,,5,93.2,4323,19.4817485353763,2.46,5.1,42.7,50.5,99.5,0.1,0.0,0.1,0.0,0.2,0.1,1.6,8.6,41.3,50.1,27611.0,8.0,0,0
17001010200,IL,Adams County,,,5,91.1,3436,22.9679144385027,2.35,5.5,44.2,51.3,96.7,0.0,0.9,1.0,0.0,0.0,1.3,1.0,14.3,39.4,46.3,25552.0,10.7,0,0
17001010300,IL,Adams County,39.91387,-91.07829,5,88.2,6038,20.2549480040255,2.88,6.3,40.5,52.8,98.2,0.9,0.0,0.4,0.0,0.0,0.4,0.9,13.2,39.1,47.7,28337.0,6.2,1,0.165617754223253
17001010400,IL,Adams County,,,5,98.0,3508,51.3616398243045,2.83,5.8,44.7,51.3,98.8,0.0,0.0,1.2,0.0,0.0,0.0,0.7,2.8,37.4,59.8,29974.0,7.1,0,0
17001010500,IL,Adams County,,,4,96.0,3131,166.542553191489,2.44,1.4,47.2,49.8,96.0,1.8,0.0,0.0,0.0,0.0,2.2,0.0,3.3,32.4,64.3,33301.0,2.7,0,0
17001010600,IL,Adams County,39.911774,-91.30714,5,95.7,5921,74.3844221105528,2.68,4.7,40.8,49.2,96.6,1.9,0.9,0.1,0.0,0.0,0.5,1.0,5.7,25.6,68.8,29017.0,12.1,1,0.168890390136801
17003957600,IL,Alexander County,37.30790647,-89.42670217,2,86.3,2363,21.6391941391941,2.7,9.9,43.3,54.4,81.8,13.7,1.0,0.2,0.0,0.0,3.3,0.7,24.9,36.5,38.5,20224.0,30.6,1,0.423190859077444
17003957700,IL,Alexander County,,,2,90.7,1788,16.8045112781955,3.17,5.9,43.0,51.9,84.0,13.4,0.0,0.3,0.0,1.5,0.7,4.0,23.3,36.9,39.7,18801.0,20.0,0,0
