county,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17
35001,74.24,83.33,89.39,19.70,71.21,16.67,50.00,74.24,65.15,80.30,25.76,86.36,28.79,89.39,16.67,22.73,34.85
35003,92.42,71.21,4.55,53.03,4.55,71.21,4.55,10.61,98.48,98.48,7.58,22.73,53.03,22.73,31.82,34.85,62.12
35005,37.88,19.70,71.21,25.76,59.09,50.00,80.30,16.67,50.00,43.94,74.24,68.18,86.36,77.27,68.18,31.82,16.67
35006,7.58,89.39,46.97,56.06,43.94,59.09,10.61,80.30,19.70,34.85,83.33,71.21,10.61,1.52,28.79,40.91,65.15
35007,71.21,62.12,19.70,71.21,56.06,4.55,16.67,68.18,4.55,4.55,65.15,10.61,37.88,46.97,13.64,13.64,83.33
35009,53.03,43.94,98.48,28.79,1.52,1.52,65.15,83.33,74.24,71.21,19.70,46.97,16.67,50.00,50.00,46.97,22.73
35011,59.09,68.18,16.67,77.27,68.18,56.06,98.48,19.70,68.18,56.06,13.64,56.06,46.97,7.58,7.58,80.30,7.58
35013,13.64,34.85,62.12,4.55,86.36,65.15,59.09,62.12,62.12,62.12,46.97,7.58,80.30,59.09,77.27,1.52,37.88
35015,68.18,22.73,65.15,34.85,34.85,83.33,92.42,22.73,16.67,83.33,89.39,80.30,92.42,4.55,10.61,4.55,98.48
35017,77.27,59.09,7.58,13.64,53.03,68.18,53.03,95.45,46.97,77.27,86.36,89.39,74.24,65.15,92.42,77.27,56.06
35019,56.06,1.52,74.24,98.48,37.88,98.48,13.64,98.48,43.94,59.09,50.00,74.24,43.94,37.88,80.30,28.79,13.64
35021,95.45,25.76,10.61,89.39,40.91,53.03,86.36,65.15,53.03,10.61,68.18,19.70,1.52,40.91,65.15,53.03,71.21
35023,25.76,31.82,13.64,7.58,62.12,89.39,31.82,56.06,28.79,65.15,40.91,77.27,62.12,53.03,53.03,59.09,19.70
35025,16.67,4.55,92.42,31.82,28.79,80.30,89.39,7.58,7.58,68.18,16.67,59.09,13.64,25.76,89.39,74.24,68.18
35027,89.39,65.15,22.73,40.91,46.97,37.88,68.18,13.64,80.30,46.97,98.48,28.79,22.73,68.18,95.45,56.06,43.94
35028,98.48,95.45,95.45,37.88,74.24,95.45,22.73,50.00,59.09,1.52,34.85,65.15,77.27,10.61,34.85,62.12,31.82
35029,4.55,10.61,31.82,1.52,77.27,86.36,19.70,34.85,37.88,7.58,10.61,62.12,4.55,83.33,4.55,68.18,80.30
35031,1.52,98.48,56.06,86.36,19.70,77.27,74.24,28.79,83.33,13.64,43.94,83.33,65.15,34.85,83.33,19.70,59.09
35033,34.85,16.67,50.00,95.45,95.45,31.82,28.79,53.03,86.36,86.36,95.45,37.88,56.06,31.82,1.52,65.15,46.97
35035,40.91,56.06,83.33,10.61,16.67,28.79,46.97,71.21,89.39,53.03,80.30,25.76,19.70,13.64,25.76,25.76,50.00
35037,80.30,13.64,40.91,74.24,31.82,19.70,95.45,59.09,71.21,16.67,22.73,92.42,89.39,98.48,56.06,10.61,95.45
35039,28.79,80.30,34.85,83.33,92.42,22.73,62.12,77.27,1.52,92.42,1.52,53.03,83.33,16.67,59.09,16.67,25.76
35041,31.82,40.91,80.30,22.73,25.76,7.58,77.27,46.97,34.85,22.73,92.42,13.64,98.48,62.12,43.94,83.33,4.55
35043,83.33,86.36,68.18,59.09,50.00,43.94,83.33,86.36,40.91,95.45,59.09,34.85,7.58,86.36,62.12,98.48,77.27
35045,19.70,92.42,43.94,80.30,22.73,74.24,37.88,37.88,13.64,89.39,77.27,50.00,71.21,95.45,37.88,86.36,53.03
35047,22.73,28.79,77.27,65.15,98.48,10.61,7.58,25.76,95.45,28.79,56.06,95.45,50.00,19.70,71.21,89.39,86.36
35049,86.36,77.27,53.03,46.97,89.39,34.85,40.91,4.55,22.73,74.24,37.88,31.82,25.76,71.21,98.48,37.88,74.24
35051,65.15,53.03,1.52,16.67,10.61,40.91,25.76,31.82,56.06,25.76,62.12,98.48,31.82,56.06,46.97,50.00,1.52
35053,10.61,46.97,59.09,62.12,80.30,92.42,71.21,40.91,92.42,40.91,71.21,1.52,34.85,92.42,19.70,43.94,40.91
35055,62.12,74.24,25.76,68.18,83.33,13.64,43.94,43.94,31.82,31.82,28.79,16.67,40.91,74.24,74.24,7.58,10.61
35057,46.97,37.88,28.79,50.00,13.64,25.76,34.85,89.39,77.27,19.70,4.55,4.55,95.45,28.79,86.36,95.45,92.42
35059,50.00,7.58,86.36,92.42,7.58,46.97,1.52,1.52,10.61,37.88,53.03,43.94,68.18,80.30,40.91,71.21,28.79
35061,43.94,50.00,37.88,43.94,65.15,62.12,56.06,92.42,25.76,50.00,31.82,40.91,59.09,43.94,22.73,92.42,89.39
