% Asian,Avg Household Size,Latitude,Longitude,% Poverty,% Black,% Ed. Bachelors,% Ed. Grad. Degree,% Ed. HS Grad.,% Ed. < HS,% Ed. Some College,% Hawaiian/PI,% Hispanic/Latino,% Male,Median Age,Median Income,% Multi-race,% Native,% Other Race,MH Provider Count,MH Provider per 1000 Pop.,Population,tract,Unemployment,% White
0.0,1.98,,,18.4,0.0,12.6,15.5,32.7,15.5,23.6,0.0,6.3,49.3,49.9,24380.0,1.3,0.0,0.0,0,0,3085,51001090100,5.6,98.7
0.9,2.36,37.924015,-75.54927,17.0,33.1,9.8,4.9,36.9,21.4,26.9,0.0,1.6,52.2,43.8,26759.0,2.9,0.1,0.1,2,0.376718779431155,5309,51001090200,5.3,63.0
0.2,2.39,,,21.4,17.8,1.2,7.2,53.1,26.1,12.4,0.0,5.8,51.6,41.6,20387.0,2.7,0.0,0.8,0,0,2842,51001090300,6.8,78.5
0.4,2.75,37.7206,-75.660576,13.2,35.5,6.4,3.1,39.0,30.6,20.9,0.0,25.7,49.0,35.6,20920.0,4.2,0.0,7.3,1,0.140666760444507,7109,51001090400,9.0,52.6
0.0,2.31,37.780815,-75.65561,22.7,17.0,8.9,12.3,33.6,24.1,21.1,0.0,7.3,48.9,40.5,21262.0,0.3,0.3,1.9,2,0.719683339330695,2779,51001090500,11.7,80.5
0.0,2.17,,,18.0,15.7,12.1,12.3,34.4,17.5,23.8,0.0,1.2,50.6,52.3,24578.0,0.7,0.7,1.0,0,0,4407,51001090600,7.0,81.9
0.0,2.55,37.60086745,-75.810412315,16.5,44.2,12.0,9.4,36.5,17.1,24.9,0.0,2.3,44.6,47.1,23213.0,0.3,0.5,0.0,2,0.413992962119644,4831,51001090700,8.5,55.0
0.0,2.33,,,31.1,47.2,10.2,4.0,40.2,17.9,27.7,0.0,5.6,46.6,41.5,19941.0,0.0,0.0,0.0,0,0,3326,51001090800,7.3,52.8
0.0,,,,100.0,50.0,0.0,0.0,50.0,50.0,0.0,0.0,50.0,100.0,38.5,3125.0,0.0,0.0,25.0,0,0,8,51001980100,33.3,25.0
0.0,,,,25.0,60.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,20.8,22500.0,0.0,0.0,0.0,0,0,5,51001980200,0.0,40.0
,,,,,,,,,,,,,,,,,,,0,0,0,51001990100,,
,,,,,,,,,,,,,,,,,,,0,0,0,51001990200,,
0.0,2.92,,,4.3,2.8,23.4,27.5,22.5,10.4,16.2,0.0,3.4,49.9,47.3,32727.0,2.3,0.0,0.2,0,0,4998,51003010100,3.5,94.7
1.4,3.0,,,5.0,11.3,30.7,16.2,18.0,5.4,29.8,0.0,2.4,47.5,42.3,39120.0,3.9,0.0,0.8,0,0,4828,51003010201,2.6,82.6
1.3,2.83,38.1306776666667,-78.49324,1.4,0.6,36.5,33.7,8.9,2.3,18.7,0.0,1.1,53.1,46.8,51048.0,0.0,0.0,0.0,3,0.883912787271656,3394,51003010202,2.9,98.0
8.8,2.76,38.106404715,-78.43627554,2.4,5.6,28.8,30.1,14.1,5.9,21.1,0.0,2.1,48.2,38.1,40409.0,5.2,0.0,0.2,2,0.247310498330654,8087,51003010300,2.2,80.2
0.0,2.5,38.0389653333333,-78.3689733333333,7.4,11.1,23.5,19.8,26.6,10.1,20.0,0.0,0.7,44.5,47.9,32981.0,0.0,2.8,0.0,3,0.76413652572593,3926,51003010401,5.8,86.1
0.0,2.64,,,4.1,5.6,35.3,30.7,8.2,6.8,18.9,0.0,3.8,49.8,46.7,43633.0,1.3,0.0,0.5,0,0,3375,51003010402,2.1,92.6
5.3,2.08,38.027585173913,-78.4462520434783,15.9,11.5,29.7,34.8,14.6,2.8,18.1,0.0,0.4,44.6,38.6,39620.0,2.8,0.0,0.3,23,5.16505726476533,4453,51003010500,5.8,80.1
2.5,2.48,38.076469818,-78.470021995,10.4,20.5,20.3,20.0,27.5,9.9,22.3,0.0,12.0,46.7,36.6,23936.0,1.1,0.0,0.6,10,1.61550888529887,6190,51003010601,5.9,75.3
7.8,2.27,,,0.0,0.5,29.7,35.4,10.3,1.3,23.4,0.0,0.0,46.2,39.7,48611.0,0.0,0.0,0.0,0,0,2684,51003010602,2.4,91.7
1.5,2.2,38.0747331931579,-78.4897856942105,9.4,23.7,19.5,17.7,21.2,18.2,23.4,0.0,16.6,46.2,32.7,27830.0,2.1,0.0,1.5,19,3.18685005031868,5962,51003010700,5.1,71.2
1.5,2.04,38.0569280445455,-78.5178651890909,10.6,20.2,27.2,22.0,21.0,9.5,20.3,0.0,3.8,50.5,40.8,33465.0,0.7,0.7,0.0,11,2.17133833399131,5066,51003010800,6.0,76.9
29.2,1.75,38.04644137,-78.51793691,20.3,5.9,44.1,37.7,3.2,4.6,10.3,0.0,4.6,47.1,26.8,30602.0,4.6,0.0,1.8,2,0.95831336847149,2087,51003010901,7.8,58.6
15.4,1.82,38.0356171756604,-78.5151160883019,38.6,13.8,27.9,38.7,10.3,0.0,23.1,0.0,1.9,46.4,19.9,4034.0,3.1,0.0,0.4,53,21.8376596621343,2427,51003010902,3.7,67.2
8.9,1.72,38.0348369565217,-78.503976826087,50.0,10.8,13.4,34.3,44.8,0.0,7.5,0.0,5.7,54.5,19.5,"2,500",1.8,0.3,0.5,23,9.70054829185997,2371,51003010903,16.7,77.6
2.5,2.64,38.0484598333333,-78.5636267133333,7.6,2.2,33.4,47.1,4.8,2.1,12.7,0.0,0.7,47.2,45.4,52188.0,1.7,0.0,0.7,6,0.956175298804781,6275,51003011000,3.6,92.9
2.8,2.7,38.05190405,-78.68089418,5.5,5.7,25.3,18.8,22.1,12.2,21.6,0.0,5.5,48.1,39.8,35809.0,2.8,0.0,0.5,4,0.556560456379574,7187,51003011100,3.6,88.1
0.0,2.34,,,8.3,0.3,27.5,27.1,16.2,12.0,17.3,0.0,1.0,48.7,40.4,35148.0,0.0,0.0,0.6,0,0,3774,51003011201,2.6,99.0
4.6,2.42,38.01343600625,-78.57178235,11.2,14.0,25.8,34.9,16.1,11.8,11.4,0.0,6.5,46.7,44.8,39274.0,4.7,0.0,0.0,8,2.50234594932749,3197,51003011202,3.9,76.7
0.7,2.65,37.9430196833333,-78.4969339933333,9.4,4.1,20.0,11.0,27.4,15.6,26.0,0.0,2.1,48.9,40.1,29592.0,1.6,0.0,0.0,3,0.561167227833895,5346,51003011301,2.1,93.5
