county,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17
19001,3.54,46.97,51.01,47.98,35.86,78.28,52.02,31.82,5.56,55.05,26.77,34.85,54.04,93.43,84.34,66.16,18.69
19003,5.56,34.85,34.85,43.94,28.79,86.36,71.21,24.75,2.53,47.98,66.16,21.72,53.03,71.21,31.82,90.40,15.66
19005,61.11,18.69,64.14,29.80,14.65,2.53,18.69,71.21,45.96,39.90,93.43,75.25,48.99,84.34,5.56,20.71,84.34
19007,63.13,6.57,6.57,68.18,44.95,66.16,51.01,21.72,69.19,85.35,79.29,64.14,30.81,2.53,14.65,44.95,44.95
19009,4.55,11.62,38.89,18.69,77.27,70.20,47.98,55.05,1.52,48.99,12.63,14.65,77.27,36.87,17.68,85.35,80.30
19011,25.76,82.32,68.18,86.36,34.85,19.70,55.05,41.92,73.23,68.18,23.74,57.07,44.95,1.52,63.13,13.64,76.26
19013,90.40,90.40,5.56,53.03,95.45,48.99,0.51,87.37,66.16,0.51,16.67,6.57,93.43,94.44,52.02,12.63,73.23
19015,33.84,77.27,43.94,54.04,47.98,54.04,80.30,35.86,76.26,26.77,69.19,91.41,39.90,92.42,29.80,21.72,59.09
19017,27.78,93.43,74.24,75.25,68.18,35.86,39.90,73.23,77.27,76.26,39.90,26.77,19.70,63.13,66.16,11.62,58.08
19019,47.98,67.17,81.31,95.45,46.97,31.82,56.06,89.39,84.34,70.20,72.22,54.04,83.33,88.38,56.06,56.06,46.97
19021,99.49,35.86,99.49,1.52,4.55,65.15,5.56,40.91,0.51,92.42,96.46,0.51,98.48,37.88,58.08,30.81,13.64
19023,9.60,59.09,66.16,46.97,37.88,18.69,48.99,68.18,53.03,63.13,40.91,22.73,76.26,43.94,38.89,72.22,23.74
19025,34.85,44.95,15.66,2.53,5.56,27.78,93.43,60.10,31.82,15.66,4.55,82.32,31.82,26.77,51.01,60.10,67.17
19027,7.58,73.23,67.17,45.96,72.22,79.29,34.85,52.02,51.01,33.84,2.53,8.59,37.88,60.10,76.26,22.73,41.92
19029,29.80,15.66,31.82,25.76,59.09,77.27,57.07,38.89,12.63,78.28,1.52,60.10,95.45,55.05,67.17,75.25,60.10
19031,10.61,89.39,72.22,94.44,61.11,30.81,21.72,43.94,13.64,88.38,45.96,62.12,42.93,61.11,7.58,51.01,74.24
19033,46.97,68.18,21.72,15.66,87.37,64.14,8.59,80.30,47.98,61.11,83.33,90.40,14.65,18.69,54.04,69.19,17.68
19035,18.69,29.80,57.07,6.57,55.05,71.21,68.18,62.12,22.73,20.71,75.25,88.38,80.30,41.92,12.63,41.92,56.06
19037,19.70,38.89,73.23,37.88,17.68,5.56,28.79,79.29,37.88,40.91,42.93,33.84,86.36,90.40,25.76,24.75,51.01
19039,82.32,9.60,62.12,70.20,31.82,90.40,37.88,46.97,50.00,80.30,32.83,96.46,15.66,99.49,99.49,81.31,14.65
19041,23.74,65.15,52.02,12.63,65.15,81.31,29.80,69.19,78.28,54.04,35.86,76.26,32.83,76.26,77.27,64.14,97.47
19043,30.81,23.74,42.93,48.99,23.74,6.57,19.70,83.33,29.80,69.19,81.31,39.90,59.09,78.28,69.19,33.84,16.67
19045,65.15,66.16,12.63,80.30,83.33,23.74,6.57,74.24,34.85,53.03,14.65,58.08,23.74,11.62,59.09,78.28,63.13
19047,98.48,0.51,96.46,28.79,80.30,36.87,46.97,18.69,89.39,9.60,0.51,99.49,36.87,34.85,46.97,1.52,4.55
19049,71.21,99.49,95.45,92.42,53.03,96.46,77.27,10.61,25.76,79.29,86.36,98.48,92.42,15.66,27.78,58.08,78.28
19051,85.35,1.52,44.95,99.49,2.53,99.49,87.37,99.49,85.35,25.76,99.49,95.45,62.12,14.65,42.93,91.41,34.85
19053,86.36,2.53,4.55,59.09,33.84,89.39,84.34,90.40,90.40,56.06,10.61,32.83,58.08,70.20,0.51,48.99,87.37
19055,20.71,60.10,85.35,88.38,20.71,4.55,26.77,63.13,59.09,71.21,13.64,27.78,91.41,7.58,91.41,25.76,66.16
19057,80.30,61.11,2.53,83.33,88.38,46.97,20.71,59.09,23.74,3.54,9.60,61.11,9.60,13.64,79.29,52.02,52.02
19059,0.51,85.35,60.10,3.54,64.14,51.01,60.10,22.73,36.87,21.72,97.47,97.47,21.72,31.82,19.70,36.87,57.07
19061,68.18,86.36,22.73,74.24,54.04,25.76,15.66,86.36,65.15,59.09,17.68,52.02,45.96,28.79,60.10,57.07,85.35
19063,69.19,22.73,48.99,5.56,90.40,63.13,7.58,66.16,87.37,36.87,82.32,94.44,24.75,86.36,9.60,3.54,12.63
19065,60.10,30.81,29.80,39.90,38.89,8.59,50.00,92.42,67.17,52.02,65.15,30.81,52.02,12.63,36.87,88.38,33.84
19067,62.12,40.91,36.87,20.71,66.16,41.92,11.62,94.44,24.75,62.12,51.01,42.93,79.29,0.51,53.03,17.68,71.21
19069,78.28,27.78,59.09,30.81,52.02,10.61,35.86,25.76,92.42,17.68,20.71,86.36,17.68,17.68,98.48,99.49,24.75
19071,28.79,37.88,50.00,56.06,71.21,82.32,91.41,6.57,14.65,19.70,58.08,63.13,27.78,22.73,24.75,61.11,68.18
19073,24.75,42.93,25.76,38.89,89.39,67.17,24.75,11.62,83.33,82.32,78.28,15.66,25.76,32.83,61.11,14.65,5.56
19075,1.52,91.41,80.30,79.29,69.19,47.98,27.78,26.77,61.11,72.22,76.26,78.28,67.17,59.09,33.84,16.67,37.88
19077,16.67,45.96,65.15,51.01,39.90,57.07,78.28,29.80,27.78,34.85,44.95,65.15,43.94,23.74,83.33,32.83,70.20
19079,58.08,80.30,75.25,34.85,36.87,69.19,40.91,56.06,16.67,83.33,77.27,77.27,55.05,3.54,87.37,97.47,22.73
19081,12.63,74.24,84.34,19.70,15.66,29.80,72.22,75.25,33.84,31.82,25.76,80.30,22.73,38.89,68.18,45.96,47.98
19083,36.87,71.21,58.08,33.84,50.00,32.83,43.94,51.01,38.89,38.89,61.11,19.70,5.56,21.72,6.57,82.32,21.72
19085,11.62,41.92,82.32,50.00,58.08,91.41,83.33,50.00,30.81,28.79,34.85,59.09,94.44,35.86,39.90,93.43,65.15
19087,81.31,69.19,16.67,73.23,19.70,17.68,81.31,23.74,19.70,87.37,30.81,36.87,56.06,46.97,86.36,71.21,28.79
19089,45.96,26.77,79.29,57.07,18.69,14.65,13.64,95.45,81.31,46.97,46.97,37.88,97.47,30.81,80.30,35.86,69.19
19091,14.65,56.06,41.92,23.74,86.36,68.18,12.63,58.08,72.22,90.40,11.62,84.34,51.01,24.75,92.42,6.57,54.04
19093,6.57,47.98,53.03,17.68,76.26,59.09,86.36,47.98,60.10,45.96,41.92,51.01,70.20,77.27,85.35,43.94,11.62
19095,17.68,64.14,77.27,82.32,10.61,43.94,44.95,76.26,11.62,67.17,3.54,74.24,38.89,82.32,35.86,53.03,86.36
19097,43.94,28.79,19.70,76.26,43.94,9.60,14.65,67.17,40.91,86.36,56.06,85.35,89.39,42.93,88.38,87.37,81.31
19099,52.02,57.07,35.86,64.14,16.67,12.63,88.38,20.71,63.13,16.67,73.23,24.75,68.18,95.45,41.92,76.26,31.82
19101,93.43,87.37,0.51,16.67,1.52,7.58,96.46,9.60,10.61,22.73,98.48,11.62,7.58,72.22,97.47,2.53,92.42
19103,96.46,98.48,8.59,31.82,32.83,95.45,61.11,97.47,7.58,91.41,28.79,92.42,63.13,33.84,30.81,54.04,82.32
19105,54.04,62.12,27.78,58.08,21.72,0.51,85.35,45.96,28.79,24.75,60.10,79.29,74.24,80.30,18.69,38.89,62.12
19107,44.95,20.71,13.64,61.11,22.73,13.64,64.14,17.68,62.12,93.43,29.80,31.82,69.19,65.15,45.96,73.23,40.91
19109,2.53,76.26,69.19,11.62,26.77,39.90,63.13,78.28,26.77,43.94,36.87,69.19,18.69,29.80,95.45,34.85,29.80
19111,77.27,21.72,3.54,87.37,56.06,11.62,58.08,2.53,80.30,32.83,53.03,44.95,34.85,40.91,94.44,86.36,20.71
19113,76.26,97.47,28.79,78.28,79.29,50.00,33.84,64.14,32.83,7.58,71.21,73.23,47.98,73.23,15.66,80.30,79.29
19115,91.41,24.75,93.43,72.22,6.57,3.54,36.87,7.58,3.54,97.47,7.58,53.03,71.21,5.56,3.54,8.59,1.52
19117,39.90,14.65,24.75,67.17,40.91,34.85,74.24,15.66,42.93,74.24,67.17,5.56,26.77,87.37,70.20,5.56,90.40
19119,38.89,75.25,97.47,42.93,9.60,45.96,95.45,85.35,96.46,5.56,52.02,7.58,90.40,74.24,23.74,92.42,50.00
19121,35.86,83.33,70.20,90.40,41.92,60.10,79.29,3.54,70.20,50.00,84.34,20.71,82.32,85.35,50.00,15.66,6.57
19123,72.22,50.00,11.62,71.21,29.80,24.75,75.25,12.63,91.41,73.23,27.78,25.76,84.34,39.90,28.79,37.88,42.93
19125,50.00,79.29,46.97,77.27,60.10,52.02,73.23,30.81,64.14,94.44,6.57,12.63,40.91,54.04,21.72,50.00,83.33
19127,97.47,48.99,94.44,40.91,45.96,15.66,22.73,1.52,48.99,77.27,88.38,16.67,2.53,67.17,78.28,95.45,99.49
19129,41.92,72.22,86.36,84.34,63.13,61.11,97.47,5.56,75.25,8.59,43.94,17.68,20.71,4.55,74.24,7.58,3.54
19131,37.88,31.82,83.33,55.05,24.75,28.79,32.83,96.46,71.21,41.92,92.42,10.61,61.11,68.18,93.43,18.69,30.81
19133,26.77,8.59,20.71,7.58,94.44,75.25,76.26,57.07,35.86,42.93,22.73,23.74,66.16,19.70,57.07,40.91,38.89
19135,59.09,7.58,37.88,85.35,13.64,26.77,62.12,8.59,58.08,44.95,50.00,71.21,99.49,91.41,37.88,83.33,94.44
19137,57.07,5.56,9.60,52.02,97.47,97.47,2.53,0.51,88.38,81.31,87.37,35.86,85.35,20.71,20.71,84.34,96.46
19139,88.38,55.05,89.39,91.41,57.07,20.71,9.60,28.79,52.02,65.15,8.59,83.33,1.52,48.99,11.62,98.48,10.61
19141,31.82,70.20,87.37,8.59,48.99,58.08,69.19,54.04,44.95,29.80,55.05,56.06,75.25,79.29,71.21,94.44,91.41
19143,56.06,17.68,91.41,4.55,12.63,40.91,53.03,72.22,57.07,11.62,47.98,18.69,41.92,53.03,40.91,62.12,88.38
19145,73.23,19.70,14.65,27.78,7.58,55.05,94.44,13.64,15.66,6.57,24.75,43.94,72.22,9.60,1.52,68.18,48.99
19147,15.66,84.34,61.11,9.60,27.78,62.12,66.16,81.31,55.05,23.74,31.82,46.97,3.54,27.78,10.61,4.55,64.14
19149,42.93,78.28,92.42,41.92,73.23,83.33,59.09,33.84,86.36,14.65,64.14,41.92,87.37,25.76,89.39,26.77,89.39
19151,21.72,39.90,23.74,13.64,70.20,56.06,23.74,32.83,43.94,10.61,80.30,89.39,73.23,75.25,96.46,31.82,39.90
19153,92.42,95.45,40.91,62.12,92.42,85.35,30.81,36.87,21.72,4.55,70.20,48.99,96.46,45.96,65.15,10.61,35.86
19155,75.25,51.01,76.26,69.19,74.24,93.43,70.20,19.70,82.32,13.64,37.88,47.98,65.15,58.08,34.85,63.13,32.83
19157,55.05,63.13,18.69,60.10,85.35,87.37,1.52,77.27,20.71,96.46,63.13,2.53,13.64,96.46,44.95,79.29,0.51
19159,51.01,13.64,30.81,81.31,81.31,92.42,54.04,27.78,46.97,66.16,89.39,4.55,6.57,6.57,26.77,55.05,9.60
19161,8.59,36.87,56.06,26.77,67.17,73.23,25.76,42.93,54.04,27.78,62.12,40.91,57.07,44.95,62.12,29.80,45.96
19163,87.37,94.44,10.61,89.39,93.43,38.89,10.61,70.20,8.59,1.52,38.89,55.05,28.79,52.02,55.05,89.39,2.53
19165,22.73,32.83,63.13,36.87,62.12,88.38,42.93,34.85,17.68,35.86,59.09,9.60,10.61,10.61,81.31,39.90,77.27
19167,79.29,81.31,98.48,35.86,11.62,72.22,90.40,84.34,99.49,30.81,5.56,1.52,0.51,56.06,32.83,77.27,95.45
19169,94.44,96.46,1.52,0.51,3.54,74.24,98.48,82.32,98.48,99.49,19.70,70.20,81.31,50.00,75.25,42.93,25.76
19171,84.34,16.67,88.38,63.13,99.49,1.52,99.49,98.48,4.55,98.48,85.35,66.16,46.97,62.12,64.14,47.98,72.22
19173,67.17,10.61,54.04,44.95,8.59,84.34,89.39,37.88,6.57,57.07,54.04,87.37,11.62,98.48,48.99,67.17,36.87
19175,53.03,33.84,26.77,66.16,82.32,98.48,31.82,61.11,41.92,84.34,18.69,38.89,50.00,97.47,16.67,23.74,27.78
19177,70.20,3.54,39.90,97.47,0.51,42.93,92.42,88.38,18.69,12.63,90.40,81.31,33.84,16.67,43.94,46.97,61.11
19179,89.39,12.63,17.68,65.15,84.34,53.03,4.55,16.67,68.18,64.14,15.66,68.18,35.86,57.07,22.73,27.78,98.48
19181,32.83,92.42,71.21,98.48,91.41,76.26,65.15,4.55,95.45,75.25,68.18,72.22,60.10,66.16,47.98,28.79,55.05
19183,66.16,54.04,78.28,96.46,42.93,44.95,41.92,53.03,39.90,58.08,74.24,67.17,8.59,81.31,13.64,9.60,53.03
