% Asian,Avg Household Size,Latitude,Longitude,% Poverty,% Black,% Ed. Bachelors,% Ed. Grad. Degree,% Ed. HS Grad.,% Ed. < HS,% Ed. Some College,% Hawaiian/PI,% Hispanic/Latino,% Male,Median Age,Median Income,% Multi-race,% Native,% Other Race,MH Provider Count,MH Provider per 1000 Pop.,Population,tract,Unemployment,% White
0.1,2.18,,,2.8,0.1,14.4,8.3,37.5,7.1,32.8,0.0,1.6,50.1,57.3,26613.0,0.0,0.0,0.0,0,0,3075,55001950100,6.7,99.8
0.1,2.21,,,12.7,0.3,6.3,1.9,43.2,13.7,34.8,0.0,2.1,52.6,47.9,21868.0,0.3,0.4,0.0,0,0,1607,55001950201,14.5,98.8
0.3,2.08,,,15.0,0.3,5.4,2.4,46.7,18.8,26.7,0.0,3.1,52.4,52.6,20756.0,1.6,0.4,0.1,0,0,2721,55001950202,11.7,97.3
0.2,2.02,,,16.3,0.8,5.9,3.7,44.5,18.6,27.3,0.0,2.3,49.3,47.6,18232.0,2.9,0.9,0.4,0,0,4508,55001950400,8.4,94.7
0.0,2.03,,,8.9,0.0,4.5,3.0,45.3,12.8,34.4,0.0,0.5,51.5,54.1,20199.0,1.1,0.2,0.0,0,0,1479,55001950501,8.9,98.7
1.6,2.17,,,18.2,14.8,4.8,2.9,45.9,16.7,29.8,0.2,8.7,66.4,39.7,17426.0,0.6,1.6,4.1,0,0,4107,55001950502,8.1,77.0
0.2,2.2,,,10.5,0.3,7.8,4.5,35.9,12.8,39.0,0.0,3.2,51.1,47.1,25353.0,2.7,0.3,0.7,0,0,3459,55001950700,9.6,95.8
1.6,2.67,,,37.5,0.0,11.9,3.4,34.6,12.5,37.5,0.2,3.0,52.5,33.5,16804.0,5.5,58.0,0.5,0,0,1845,55003940000,15.1,34.1
1.2,1.99,46.5888421,-90.8887236,15.6,2.3,23.9,14.3,24.9,3.2,33.8,0.0,2.5,47.8,34.4,20905.0,0.3,6.8,2.9,1,0.384319754035357,2602,55003950300,8.6,86.4
0.2,2.11,46.5668975033333,-90.8901327083333,21.4,0.1,15.7,9.1,32.7,11.1,31.4,0.0,4.0,50.6,40.2,16967.0,4.8,2.8,0.7,6,2.35849056603774,2544,55003950400,16.0,91.4
0.5,2.57,,,15.8,0.0,7.8,6.1,41.8,6.6,37.8,0.7,0.0,50.1,39.6,25551.0,1.9,3.0,0.0,0,0,2172,55003950500,3.0,94.0
0.0,2.12,,,11.2,0.0,9.2,2.7,44.9,11.5,31.6,0.0,0.0,50.5,49.5,20329.0,1.5,0.1,0.0,0,0,1364,55003950600,9.9,98.4
0.3,2.11,,,16.7,0.2,9.2,2.4,45.9,13.5,29.0,0.0,1.9,49.7,45.6,20454.0,0.6,0.9,0.0,0,0,2243,55003950700,6.7,98.0
0.3,2.18,46.597374,-90.869255,16.4,1.1,25.9,6.2,27.3,7.9,32.7,0.0,1.3,50.2,41.8,22283.0,7.8,6.0,0.6,1,0.294985250737463,3390,55003950800,9.4,84.2
,,,,,,,,,,,,,,,,,,,0,0,0,55003990000,,
0.0,2.47,,,8.3,0.3,11.1,6.3,38.6,11.4,32.6,0.0,1.9,49.9,45.6,24400.0,0.2,0.1,1.1,0,0,3750,55005000100,5.4,98.2
0.1,2.26,45.5343014,-92.0318337,15.8,0.1,15.1,5.9,43.4,9.0,26.6,0.0,0.6,48.0,45.7,23422.0,1.6,2.6,0.3,4,1.00502512562814,3980,55005000200,5.3,95.4
0.4,2.47,,,13.2,0.4,8.3,4.3,42.6,16.3,28.4,0.0,1.8,53.0,41.2,22861.0,1.6,1.8,1.1,0,0,4241,55005000300,6.9,94.7
1.7,2.32,45.4000252,-91.8545483,14.4,5.5,8.6,5.1,43.2,14.7,28.4,0.0,4.5,48.6,38.7,21792.0,3.5,0.5,0.8,1,0.175716042874714,5691,55005000400,6.7,87.9
0.0,2.23,45.5066833,-91.7597751,10.2,1.2,14.3,7.2,33.8,8.6,36.1,0.0,3.1,48.9,41.3,24076.0,2.2,0.8,1.3,1,0.217722621380361,4593,55005000500,8.6,94.4
0.6,2.12,45.49951,-91.73378285,9.8,0.1,14.5,7.5,35.9,13.8,28.4,0.0,2.9,48.4,44.7,22020.0,0.6,0.9,0.0,2,0.331619963521804,6031,55005000600,10.0,97.8
0.3,2.43,,,9.6,0.0,10.4,5.0,43.8,9.3,31.5,0.0,1.1,49.0,40.2,25562.0,0.9,0.0,0.6,0,0,5085,55005000800,5.5,98.2
0.2,2.52,,,8.6,0.1,10.2,3.9,40.1,16.0,29.8,0.0,0.7,52.7,41.9,23920.0,0.7,0.4,0.4,0,0,4900,55005000900,6.8,98.2
0.5,2.63,,,11.4,0.0,15.4,4.9,42.9,14.0,22.8,0.0,0.6,51.5,41.7,23477.0,2.7,0.2,0.6,0,0,1904,55005001001,5.7,96.0
0.1,2.36,,,13.0,0.3,10.5,6.4,39.1,12.3,31.7,0.1,0.5,49.9,46.2,22065.0,0.7,0.1,0.1,0,0,5720,55005001002,8.4,98.6
1.5,2.17,46.8515427,-90.7914351,27.5,0.6,19.0,10.4,25.3,7.3,38.0,0.0,0.4,49.1,44.9,17387.0,3.3,42.4,0.0,1,0.377216144851,2651,55007960100,14.1,52.2
0.0,2.21,,,20.5,0.0,16.6,9.4,38.0,4.8,31.3,0.0,0.7,53.1,50.5,21795.0,1.7,1.8,0.3,0,0,1743,55007960200,7.1,96.2
0.3,2.22,46.671574,-90.90576,8.3,1.4,19.9,13.4,28.3,6.0,32.3,0.0,1.5,50.6,46.0,27660.0,2.1,4.0,0.1,1,0.263504611330698,3795,55007960300,6.7,92.1
0.4,2.22,46.45041735,-91.3355319,9.1,0.1,13.4,6.7,38.3,8.7,33.0,0.0,0.8,52.1,48.7,23890.0,1.6,3.1,0.3,2,0.421496311907271,4745,55007960400,6.4,94.7
0.0,2.06,,,7.7,0.4,16.9,10.2,33.7,7.5,31.7,0.0,1.7,51.6,57.5,23734.0,0.8,0.9,0.0,0,0,2171,55007960600,8.2,97.9
,,,,,,,,,,,,,,,,,,,0,0,0,55007990000,,
5.1,2.48,,,38.3,13.7,3.8,4.5,40.1,23.5,28.1,0.0,2.2,48.7,30.6,19295.0,5.3,5.1,2.0,0,0,2628,55009000100,19.7,68.7
3.6,2.3,,,16.2,4.6,14.4,2.2,46.2,11.5,25.7,0.0,3.2,49.2,35.3,27489.0,5.0,3.1,0.0,0,0,6139,55009000200,8.1,83.7
3.4,1.97,,,16.4,4.6,14.0,4.5,42.1,12.0,27.5,0.0,6.1,49.1,40.1,22694.0,6.3,3.5,0.7,0,0,4099,55009000302,10.6,81.5
0.0,2.08,,,25.2,14.3,10.1,4.4,40.9,18.9,25.6,0.0,1.9,47.9,41.5,21036.0,2.8,5.6,0.0,0,0,2783,55009000303,5.9,77.3
4.3,1.89,44.52468,-88.06071,14.4,6.1,14.6,3.3,36.7,11.4,34.0,0.0,2.8,47.1,37.1,23043.0,6.0,3.8,1.6,1,0.22237046920169,4497,55009000401,6.2,78.3
5.7,2.16,44.51977,-88.06412,5.8,0.0,15.6,7.5,36.4,7.2,33.3,0.0,0.6,43.7,44.7,26576.0,0.0,0.0,0.0,1,0.452693526482571,2209,55009000402,2.9,94.3
2.5,2.76,,,24.3,6.4,21.7,3.0,33.3,12.5,29.5,0.0,7.5,45.8,31.6,23349.0,2.8,13.2,0.0,0,0,3199,55009000500,15.2,75.0
6.3,2.35,,,8.1,1.6,14.6,4.9,39.0,7.3,34.2,0.0,3.5,47.7,40.5,29271.0,1.4,0.3,0.8,0,0,4317,55009000600,4.2,89.6
7.6,2.29,44.5149884,-88.0412957,13.2,5.6,5.3,1.4,45.3,14.1,33.8,0.0,5.6,50.6,33.6,23464.0,4.2,2.7,0.5,1,0.195963158926122,5103,55009000700,8.3,79.5
8.6,2.62,,,23.7,5.3,6.1,2.9,28.2,30.2,32.7,0.0,26.3,45.9,27.8,14535.0,11.8,3.5,3.2,0,0,2105,55009000800,33.5,67.5
2.2,2.62,,,19.3,3.6,4.4,3.9,31.4,41.0,19.3,0.0,43.8,49.1,29.4,21908.0,3.5,3.8,9.6,0,0,4059,55009000900,5.3,77.2
2.7,1.56,44.5141266,-88.0153678916667,36.0,6.4,20.6,8.4,21.7,14.1,35.3,0.0,4.1,50.9,42.6,16858.0,4.8,4.3,0.0,12,11.5052732502397,1043,55009001000,18.5,81.8
0.0,2.82,,,43.0,1.2,3.0,0.3,54.2,19.9,22.6,0.0,37.7,46.3,27.7,19151.0,3.9,12.5,14.7,0,0,2071,55009001100,9.0,67.8
1.8,2.65,44.5100557,-88.0064507,16.3,3.5,2.4,0.0,32.4,41.3,23.9,0.0,42.7,46.5,32.0,21489.0,0.5,2.1,11.9,1,0.437636761487965,2285,55009001200,15.7,80.1
1.8,2.31,44.5019409166667,-88.0105385,21.7,0.9,23.1,12.2,20.2,20.0,24.5,0.0,25.2,50.6,31.1,22888.0,3.3,3.2,8.3,6,1.92,3125,55009001300,9.8,82.6
7.6,2.49,,,19.0,2.2,10.8,3.2,32.0,29.6,24.4,0.0,23.7,53.3,32.7,21200.0,3.3,1.8,7.1,0,0,4020,55009001400,8.5,78.0
4.1,2.29,,,26.8,2.1,6.7,1.2,36.9,18.7,36.5,1.3,20.7,46.4,31.7,22857.0,2.7,6.3,7.3,0,0,5943,55009001600,10.9,76.1
8.0,2.3,,,26.1,0.0,10.1,1.8,36.6,22.0,29.5,0.0,28.8,55.2,30.4,18340.0,7.5,0.5,12.6,0,0,3163,55009001701,7.7,71.5
0.0,2.17,44.51332,-87.959045,33.9,2.7,12.5,0.7,33.5,21.0,32.4,0.2,27.5,41.0,25.8,19352.0,7.6,1.9,12.6,1,0.279563880346659,3577,55009001702,15.0,75.0
0.9,2.28,44.5209942,-87.9354427666667,10.1,4.5,19.1,8.6,29.3,8.2,34.8,0.0,8.1,51.3,37.9,25221.0,2.6,5.3,1.4,6,1.19952019192323,5002,55009001801,6.3,85.2
6.0,2.45,,,9.7,0.6,30.0,17.5,22.4,7.5,22.6,0.0,1.9,48.7,22.8,15505.0,0.1,0.0,1.5,0,0,5309,55009001802,3.5,91.8
3.8,2.43,,,5.8,0.9,17.5,12.7,31.0,9.9,29.0,0.2,10.0,47.0,42.5,31686.0,2.3,2.1,1.4,0,0,8139,55009002001,5.4,89.4
3.1,2.58,,,7.1,1.7,17.6,8.6,33.6,10.5,29.7,0.0,9.6,51.2,34.9,31780.0,3.0,0.0,1.3,0,0,5323,55009002002,2.7,90.8
6.9,2.67,44.4763789555556,-87.9394087888889,8.1,0.0,22.9,6.8,29.3,3.7,37.3,0.0,0.0,51.7,33.9,30873.0,0.0,0.0,0.0,9,2.43836358710377,3691,55009002003,8.4,93.1
0.0,2.47,44.4426696,-88.039913175,2.8,4.2,35.4,11.6,24.1,1.2,27.7,0.0,3.4,46.9,40.6,35143.0,1.0,0.5,0.0,4,0.70459749867888,5677,55009010100,6.9,94.3
4.2,2.26,44.44617755,-88.06706415,18.5,0.2,19.8,13.0,32.0,8.1,27.1,0.0,3.3,50.5,21.5,8715.0,2.8,0.0,0.6,2,0.406173842404549,4924,55009010201,7.2,92.2
0.6,2.51,,,6.6,1.2,18.0,4.4,37.0,8.3,32.2,0.0,0.2,45.0,34.5,30105.0,1.2,0.5,0.0,0,0,4922,55009010202,6.0,96.4
2.0,2.41,44.4310914,-88.0663773333333,6.3,1.7,21.5,11.1,35.1,4.6,27.7,0.0,0.5,51.3,33.4,31616.0,1.1,0.8,0.2,3,0.44516990651432,6739,55009010300,6.1,94.3
0.2,2.5,,,2.4,0.1,16.0,5.6,36.3,6.8,35.3,0.0,0.2,50.3,43.4,34840.0,0.3,0.0,0.1,0,0,5601,55009020100,3.4,99.3
0.0,2.69,44.672287,-88.06483,2.8,0.0,23.3,8.5,34.9,4.5,28.8,0.0,0.5,51.1,39.3,41853.0,0.2,0.2,0.8,1,0.161420500403551,6195,55009020203,5.1,98.9
1.0,2.87,,,1.2,0.0,16.0,11.0,38.8,3.5,30.8,0.0,1.0,54.4,43.4,38614.0,0.0,0.4,0.0,0,0,4899,55009020204,6.8,98.6
2.0,2.15,44.57671464,-88.07791064,15.8,3.1,11.9,4.6,35.2,9.5,38.8,0.0,5.6,49.6,31.9,27844.0,5.9,1.4,0.3,1,0.204373594931535,4893,55009020502,8.0,87.2
0.7,2.64,,,2.5,0.2,19.3,7.6,36.5,6.0,30.6,0.0,5.7,48.3,37.3,30972.0,0.7,0.7,0.0,0,0,7804,55009020503,4.7,97.7
1.6,3.12,,,8.2,0.0,21.1,6.5,34.7,2.8,34.9,0.0,0.7,50.1,36.7,34492.0,0.0,0.0,0.0,0,0,4357,55009020504,4.0,98.4
0.4,2.63,,,7.3,0.1,11.8,3.9,42.7,12.3,29.3,0.0,3.8,52.5,37.5,29772.0,0.9,0.4,0.3,0,0,5280,55009020600,5.5,98.0
2.5,2.86,44.433879995,-88.018723435,5.5,0.0,25.7,12.6,30.5,6.0,25.1,0.0,2.9,50.6,35.1,33118.0,2.7,0.2,1.1,2,0.347886588971995,5749,55009020702,7.0,93.5
3.5,2.71,,,2.6,0.0,21.7,7.5,29.5,4.8,36.4,0.0,1.3,48.7,39.2,35085.0,1.4,0.5,0.4,0,0,6657,55009020703,3.9,94.2
4.4,2.3,44.47365538,-88.00540644,14.1,0.7,13.3,3.5,37.6,16.1,29.4,0.0,19.7,49.5,33.1,28319.0,0.9,0.3,9.1,1,0.133120340788072,7512,55009020704,6.4,84.7
3.3,2.27,44.4849072231579,-88.0176482178948,11.4,2.2,19.9,3.9,36.6,9.0,30.6,0.0,7.6,47.4,44.2,26995.0,0.7,0.0,2.1,19,8.14402057436777,2333,55009020800,12.2,91.6
1.7,2.33,44.48266,-88.02298,4.7,0.5,33.3,14.5,19.7,3.8,28.6,0.0,0.5,45.6,43.7,35051.0,3.2,1.8,0.0,1,0.384911470361817,2598,55009020900,4.9,92.9
1.2,2.24,44.470707,-88.04192,9.5,5.1,30.3,12.5,25.7,6.6,24.9,0.0,3.4,49.0,48.4,29956.0,2.7,0.0,0.0,1,0.362581580855693,2758,55009021000,5.3,91.0
0.0,,,,66.7,50.0,0.8,0.0,53.6,41.7,4.0,0.0,11.5,99.5,28.8,8750.0,0.8,0.7,0.4,0,0,1221,55009021100,0.0,48.1
2.8,2.52,,,5.0,0.9,32.1,9.8,26.7,5.1,26.3,0.0,3.1,48.9,40.3,31954.0,1.4,0.8,0.6,0,0,5272,55009021200,3.4,93.5
0.4,2.31,,,1.8,0.6,20.0,6.2,36.3,5.1,32.3,0.0,2.0,52.2,45.8,31990.0,2.4,6.5,0.0,0,0,3177,55009021301,6.1,90.1
0.2,2.57,44.492058355,-88.095133265,3.7,0.0,24.4,8.8,26.9,3.9,36.0,0.0,2.3,50.6,41.7,31691.0,2.6,0.8,0.5,2,0.301386377335744,6636,55009021302,5.3,96.0
2.8,2.02,44.4826256833333,-88.0705552116667,19.9,0.7,11.3,3.7,40.6,11.2,33.2,0.0,1.6,47.3,34.4,22158.0,2.4,2.7,0.8,6,1.42247510668563,4218,55009021303,9.6,90.7
3.8,2.08,,,19.6,0.0,18.3,11.2,25.3,13.1,32.0,0.0,1.9,47.2,30.3,34912.0,3.6,0.5,1.4,0,0,2107,55009021304,5.9,90.7
1.5,2.85,44.3870149485714,-88.0703777185714,5.5,0.7,20.5,9.9,33.3,5.6,30.6,0.1,4.8,51.0,35.7,35598.0,1.0,0.6,0.3,7,1.04540023894863,6696,55009021400,4.3,95.7
0.8,2.8,,,6.4,0.3,13.2,2.3,41.6,10.5,32.5,0.0,2.5,51.7,38.8,27438.0,0.4,0.2,0.8,0,0,3117,55009021500,3.9,97.6
0.8,2.5,,,7.5,0.1,15.6,7.3,36.1,6.4,34.6,0.0,0.8,48.5,37.9,29860.0,1.0,0.5,0.3,0,0,5898,55009021600,3.9,97.2
2.7,2.57,,,4.1,0.3,28.7,10.8,24.5,3.3,32.7,0.0,1.0,48.7,38.9,37304.0,0.8,6.1,0.3,0,0,14038,55009940001,4.5,89.8
1.4,2.94,,,4.1,1.9,26.4,10.8,29.9,3.0,30.0,0.0,2.9,47.6,39.4,34425.0,3.2,3.6,0.3,0,0,5043,55009940002,3.3,89.5
0.5,2.46,44.5176612857143,-88.1024324285714,8.6,1.3,21.5,10.1,26.8,7.0,34.6,0.4,3.1,55.7,41.6,24271.0,2.1,13.2,0.0,7,1.9047619047619,3675,55009940003,8.4,82.4
4.5,2.51,,,14.3,0.2,20.6,14.9,27.9,8.6,27.9,0.2,1.5,48.9,40.4,30041.0,3.0,17.6,0.0,0,0,2861,55009940004,8.0,74.4
0.0,2.79,,,12.2,0.0,11.0,4.2,44.7,10.4,29.6,0.0,0.3,50.1,40.4,24390.0,0.3,1.1,0.2,0,0,2854,55011960100,5.0,98.4
0.0,2.23,,,12.9,0.3,8.2,3.5,45.8,14.7,27.7,0.0,0.6,47.9,41.0,24962.0,1.3,0.8,1.6,0,0,2902,55011960200,3.2,96.1
0.0,2.05,,,10.1,0.5,11.1,6.0,41.4,11.3,30.3,0.0,3.5,53.5,46.9,26374.0,0.5,0.7,2.2,0,0,2159,55011960300,4.4,96.2
0.2,2.25,,,8.8,0.0,11.0,4.0,45.7,10.3,28.9,0.0,2.4,50.5,47.2,24522.0,0.4,0.4,0.9,0,0,2461,55011960400,6.0,98.1
0.0,2.4,,,8.8,0.3,15.4,5.3,41.9,10.6,26.8,0.0,1.7,51.6,43.3,26263.0,0.7,0.5,0.8,0,0,3295,55011960500,5.7,97.8
0.4,1.93,,,14.4,0.5,13.2,6.3,39.7,10.1,30.7,0.0,0.8,50.7,54.0,22003.0,0.9,3.4,0.3,0,0,4122,55013970400,9.3,94.5
1.1,2.23,45.8094063,-92.2068271,15.5,1.4,10.7,5.3,33.3,13.7,37.0,0.0,0.8,51.8,48.2,20784.0,3.2,16.0,0.0,1,0.523012552301255,1912,55013970600,10.6,78.3
1.0,2.09,,,15.1,0.8,10.4,3.2,44.1,15.5,26.7,0.0,1.5,55.2,50.4,21222.0,1.1,6.5,0.7,0,0,2522,55013970700,11.0,90.0
0.6,2.09,,,23.1,0.4,9.4,4.8,40.5,14.2,31.2,0.0,1.3,50.8,45.0,19145.0,2.4,2.0,0.0,0,0,2354,55013970800,8.7,94.6
