% Asian,Avg Household Size,Latitude,Longitude,% Poverty,% Black,% Ed. Bachelors,% Ed. Grad. Degree,% Ed. HS Grad.,% Ed. < HS,% Ed. Some College,% Hawaiian/PI,% Hispanic/Latino,% Male,Median Age,Median Income,% Multi-race,% Native,% Other Race,MH Provider Count,MH Provider per 1000 Pop.,Population,tract,Unemployment,% White
1.0,2.6,,,6.0,0.5,24.5,13.8,30.2,7.9,23.6,0.0,0.1,51.4,40.6,32733.0,0.4,0.0,0.0,0,0,3927,50001960100,5.4,98.1
1.7,2.48,,,6.2,0.4,19.7,14.2,38.8,4.3,22.9,0.0,2.2,53.9,42.7,31719.0,0.2,0.5,1.7,0,0,2769,50001960200,7.5,95.6
0.0,2.57,,,16.8,2.4,19.6,5.3,36.4,13.4,25.3,0.6,2.0,52.2,34.3,21555.0,1.3,0.2,0.3,0,0,2606,50001960300,7.8,95.1
0.5,2.5,44.090258825,-73.208134675,5.5,0.4,22.1,15.1,29.6,6.9,26.3,0.2,2.3,51.6,43.8,31639.0,1.3,0.6,0.3,4,0.799360511590727,5004,50001960400,4.1,96.7
1.7,2.46,44.13548195,-73.08125495,8.8,0.0,14.3,10.7,40.1,11.7,23.2,0.0,1.2,47.5,44.9,27975.0,1.1,0.0,0.0,2,0.513083632632119,3898,50001960500,7.2,97.2
0.7,2.35,,,12.2,0.1,25.4,11.8,29.0,9.0,24.9,0.0,1.3,51.4,44.0,28556.0,2.2,0.5,0.0,0,0,2618,50001960600,6.5,96.6
3.0,2.1,44.01641123,-73.135922436,18.9,1.4,20.5,24.9,23.6,9.2,21.9,0.0,1.5,46.8,44.9,28581.0,0.0,0.0,0.0,5,1.28303823453939,3897,50001960700,6.1,95.6
3.9,1.94,44.01401676375,-73.169884665,23.5,2.3,17.3,26.3,29.7,7.3,19.5,0.0,3.2,47.9,21.6,5560.0,2.6,0.0,0.4,16,3.4896401308615,4585,50001960800,6.5,90.8
0.3,2.48,43.941313,-73.2136875,7.7,0.8,19.3,14.7,37.0,9.6,19.4,0.0,2.9,51.8,43.3,27997.0,1.5,0.6,0.3,2,0.378787878787879,5280,50001960900,5.9,96.5
0.1,2.45,43.902799,-73.1080107,10.0,0.0,12.2,7.8,42.3,15.4,22.3,0.0,0.1,48.0,44.6,25156.0,2.9,0.7,0.0,1,0.444247001332741,2251,50001961000,8.2,96.4
