tract,State,County,Latitude,Longitude,RUCA Urbanicity,% Insured,Population,Population Density,Avg Household Size,Unemployment,Median Age,% Male,% White,% Black,% Native,% Asian,% Hawaiian/PI,% Other Race,% Multi-race,% Hispanic/Latino,% Ed. < HS,% Ed. HS Grad.,% Ed. College Grad.,Median Income,% Poverty,MH Provider Count,MH Provider per 1000 Pop.
13001950100,GA,Appling County,,,10,84.9,3144,25.2125100240577,2.82,10.8,40.2,51.4,95.5,3.5,0.7,0.4,0.0,0.0,0.0,0.9,25.0,38.1,36.9,21372.0,12.1,0,0
13001950200,GA,Appling County,,,7,76.5,4622,76.2706270627063,2.91,8.2,32.6,48.7,54.1,40.0,1.2,1.6,0.0,3.0,0.1,10.4,22.9,40.0,37.0,17265.0,26.1,0,0
13001950300,GA,Appling County,31.77748856,-82.34741526,7,82.7,4983,179.891696750903,2.42,9.7,44.3,46.6,75.9,14.4,0.0,1.3,0.0,5.2,3.3,10.5,24.0,40.8,35.2,19180.0,25.2,1,0.200682319887618
13001950400,GA,Appling County,,,5,83.9,1617,10.7728181212525,2.59,8.7,42.7,51.9,70.6,28.1,0.0,0.0,0.0,1.4,0.0,3.7,23.7,42.4,33.9,19107.0,20.9,0,0
13001950500,GA,Appling County,,,6,81.7,4044,28.0833333333333,2.66,5.4,34.0,48.1,93.2,5.6,0.3,0.0,0.0,0.0,0.9,15.5,22.8,43.0,34.2,24163.0,15.8,0,0
13003960100,GA,Atkinson County,,,5,72.7,2176,22.1363173957274,3.24,4.6,34.9,54.5,61.3,20.6,0.0,0.0,0.0,17.2,0.9,31.3,39.4,31.7,28.8,16324.0,29.4,0,0
13003960200,GA,Atkinson County,,,10,72.7,4666,30.6167979002625,2.92,7.5,36.3,50.6,70.3,21.7,0.0,0.0,0.0,7.5,0.5,24.4,29.5,45.5,25.0,19596.0,25.0,0,0
13003960300,GA,Atkinson County,,,5,81.5,1426,16.0766629086809,3.08,2.2,32.4,48.9,91.0,2.5,3.9,0.0,0.0,1.0,1.5,15.8,28.9,34.9,36.2,22018.0,33.3,0,0
13005970100,GA,Bacon County,,,8,78.6,2891,21.5104166666667,2.83,2.4,37.6,50.6,88.9,4.9,0.0,0.2,0.3,4.9,0.8,11.0,21.6,34.6,43.8,22669.0,17.5,0,0
13005970201,GA,Bacon County,31.5400117,-82.460336,5,86.0,4227,73.3854166666667,2.78,4.4,35.8,45.7,67.9,23.3,0.0,0.2,0.0,5.9,2.7,6.6,16.7,42.7,40.6,22058.0,19.5,1,0.236574402649633
13005970202,GA,Bacon County,,,5,85.0,4133,62.1503759398496,2.66,9.1,36.9,53.3,82.7,14.7,0.0,0.7,0.6,0.0,1.2,7.9,21.9,43.6,34.5,17537.0,17.7,0,0
13007960100,GA,Baker County,,,2,78.8,2172,11.9537699504678,2.63,3.0,41.8,49.7,48.0,47.7,0.0,1.2,0.0,2.6,0.5,5.2,27.2,36.7,36.1,26762.0,20.6,0,0
13007960200,GA,Baker County,,,2,85.7,1078,6.729088639201,2.15,3.6,53.0,46.2,68.6,28.8,1.0,0.0,1.5,0.0,0.0,9.4,10.6,50.2,39.2,27417.0,5.7,0,0
13009970100,GA,Baldwin County,33.16343354,-83.18879369,5,82.8,5202,63.2846715328467,2.72,4.4,39.4,49.0,63.1,32.2,0.0,0.2,0.0,3.4,1.1,3.4,15.3,39.5,45.1,25186.0,20.4,1,0.192233756247597
13009970200,GA,Baldwin County,33.08239726,-83.22503823,4,86.9,6277,565.495495495496,2.26,5.5,40.5,45.4,59.4,37.6,0.0,1.4,1.0,0.4,0.2,1.9,13.2,37.0,49.8,23070.0,31.8,1,0.159311773140035
13009970300,GA,Baldwin County,,,4,94.2,6399,303.270142180095,2.89,10.0,36.6,46.9,51.4,39.1,1.3,5.1,0.0,2.3,0.8,4.3,11.8,22.7,65.5,27855.0,8.3,0,0
