tract,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17,PC#18,PC#19
29001950100,35.75,28.10,46.36,8.26,54.15,9.85,72.76,80.92,89.21,20.53,67.06,80.77,28.32,80.12,91.59,25.87,17.86,84.16,35.39
29001950200,46.28,26.37,59.49,18.36,35.10,4.51,83.87,48.67,79.62,17.50,88.64,25.79,61.29,29.47,38.42,50.25,19.66,91.23,9.70
29001950300,79.11,43.33,80.41,37.19,13.82,75.14,97.94,97.87,93.25,23.99,89.14,7.54,36.04,86.90,90.22,11.44,21.25,25.43,73.92
29001950400,29.69,59.27,60.64,35.82,20.38,9.49,86.47,81.20,92.10,58.55,82.79,9.56,80.34,82.43,82.86,70.17,79.11,69.44,12.81
29001950500,43.98,52.99,61.65,30.27,11.65,36.62,79.26,96.79,93.33,27.53,82.58,4.65,55.23,73.05,56.75,47.37,68.36,49.68,89.07
29001950900,82.72,54.73,69.66,21.03,43.04,80.34,98.02,99.75,84.02,7.40,71.03,64.68,98.16,9.05,98.16,3.50,1.84,56.39,91.88
29001951000,91.38,94.19,23.27,93.18,0.04,61.65,77.16,99.96,96.36,7.76,98.23,9.34,99.46,4.51,76.23,1.55,85.82,99.24,50.69
29003010100,15.33,46.57,67.35,3.28,29.47,21.03,78.32,44.19,39.94,61.36,71.83,35.32,46.43,37.77,23.34,32.72,49.39,55.30,40.87
29003010200,28.75,39.94,58.91,4.73,16.85,24.35,75.87,88.71,55.81,53.35,93.83,50.11,35.68,33.44,42.32,82.22,58.33,56.96,92.89
29003010300,46.14,22.76,82.29,5.01,10.14,89.79,67.86,8.26,92.32,11.72,99.31,73.20,19.81,30.19,21.25,51.19,72.26,84.88,78.54
29003010400,25.14,32.36,64.25,6.67,12.88,25.29,70.96,36.54,70.24,38.71,97.37,60.64,19.52,11.15,67.50,64.47,36.76,80.84,80.41
29005950100,38.20,15.69,65.04,14.32,1.41,1.12,89.21,51.91,89.86,52.92,20.60,53.50,66.49,43.54,36.83,29.62,64.11,55.38,72.69
29005950200,27.53,17.78,72.69,7.90,1.26,3.50,75.94,48.88,92.82,40.51,13.17,48.23,62.95,47.80,32.29,85.68,76.95,85.17,71.03
29007950100,84.67,24.64,7.83,34.88,22.04,11.44,0.76,98.88,98.09,16.63,86.62,41.23,53.35,73.92,3.43,98.02,73.85,85.32,5.01
29007950200,41.52,18.00,27.81,38.06,45.56,5.59,53.35,51.48,68.36,19.59,82.86,36.90,27.60,16.20,48.09,68.80,19.52,34.38,11.65
29007950300,54.80,22.04,65.55,6.02,98.23,50.83,79.91,81.78,83.73,46.07,30.19,95.06,29.69,92.17,79.04,3.57,4.80,47.29,54.29
29007950400,62.66,28.97,82.86,33.73,56.75,89.65,87.27,67.93,88.06,5.59,74.35,10.06,43.54,55.45,55.74,38.78,65.62,38.20,36.11
