tract,State,County,Latitude,Longitude,RUCA Urbanicity,% Insured,Population,Population Density,Avg Household Size,Unemployment,Median Age,% Male,% White,% Black,% Native,% Asian,% Hawaiian/PI,% Other Race,% Multi-race,% Hispanic/Latino,% Ed. < HS,% Ed. HS Grad.,% Ed. College Grad.,Median Income,% Poverty,MH Provider Count,MH Provider per 1000 Pop.
30001000100,MT,Beaverhead County,,,10,82.0,1169,292.25,2.13,2.4,54.3,53.0,98.2,0.3,0.5,0.0,0.0,0.3,0.8,2.1,4.2,37.8,57.9,27396.0,12.8,0,0
30001000200,MT,Beaverhead County,45.1976135,-112.6316811,8,92.6,3511,3511,2.3,5.0,50.7,50.1,91.1,0.1,5.3,2.7,0.0,0.3,0.5,1.7,7.3,27.4,65.3,24945.0,14.1,1,0.284819139846198
30001000300,MT,Beaverhead County,45.21423943,-112.6378351,7,87.5,4637,483.020833333333,2.15,9.3,33.2,49.0,97.7,0.0,0.4,1.3,0.0,0.0,0.6,5.9,6.1,34.6,59.2,19583.0,20.6,1,0.215656674574078
30003000100,MT,Big Horn County,,,7,67.1,4868,5.64078794901506,2.89,8.9,34.0,48.5,56.5,0.0,39.5,0.2,0.0,0.2,3.5,7.0,12.9,36.4,50.7,27829.0,16.6,0,0
30003940400,MT,Big Horn County,,,10,56.1,1700,1.83684494867639,4.08,26.8,25.8,45.3,13.1,0.0,84.2,0.0,0.0,0.0,2.7,6.4,13.7,34.6,51.7,20527.0,37.2,0,0
30003940500,MT,Big Horn County,,,2,67.8,1244,1244,3.49,12.5,29.1,53.6,36.7,1.0,57.2,0.0,0.3,0.0,4.7,5.1,15.1,29.2,55.7,20962.0,27.4,0,0
30003940600,MT,Big Horn County,45.54042178,-107.2836075,2,53.4,3609,6.19039451114923,5.13,22.0,26.2,51.1,14.3,0.0,83.2,0.0,0.0,0.0,2.6,4.8,15.0,34.5,50.4,18865.0,37.2,2,0.554170130229981
30003940700,MT,Big Horn County,,,10,58.1,1793,1793,3.65,24.4,33.7,49.1,13.6,0.0,85.1,0.0,0.0,0.2,1.2,0.2,12.8,28.8,58.3,21489.0,30.3,0,0
30005000100,MT,Blaine County,,,10,78.7,1366,1366,2.7,6.3,32.1,47.1,59.4,0.0,37.7,0.0,0.0,0.4,2.6,1.5,7.5,25.2,67.3,20779.0,20.9,0,0
30005000200,MT,Blaine County,,,10,83.4,2366,1183,2.23,6.3,48.5,51.1,92.5,0.4,4.2,0.0,0.0,0.9,2.0,2.7,9.1,38.7,52.2,22939.0,16.0,0,0
30005940100,MT,Blaine County,48.43617032,-108.7149232,10,57.6,1449,4.26678445229682,3.92,23.6,25.3,49.3,4.2,0.3,92.6,0.0,0.0,0.6,2.3,4.9,14.5,16.7,68.8,14389.0,46.3,2,1.38026224982747
30005940200,MT,Blaine County,,,10,58.0,1428,2.60726675187146,3.6,30.9,27.0,50.1,4.6,0.0,91.9,0.0,0.6,0.0,2.9,0.1,13.6,23.9,62.5,14042.0,38.5,0,0
30007000100,MT,Broadwater County,,,10,89.6,2080,301.449275362319,2.48,5.9,40.8,45.6,93.3,0.5,1.5,3.8,0.0,0.5,0.4,2.0,12.6,39.5,47.9,27057.0,12.5,0,0
30007000200,MT,Broadwater County,46.464233,-111.67032,10,86.8,3612,3612,2.26,5.5,50.3,54.8,94.9,0.0,1.5,0.0,0.0,0.4,3.3,0.8,3.6,36.8,59.6,26364.0,6.0,1,0.276854928017719
30009000100,MT,Carbon County,,,2,89.0,2351,12.0132856412877,2.38,4.8,47.7,50.9,97.3,0.0,1.3,0.2,0.0,0.0,1.3,2.3,4.2,31.1,64.8,27345.0,8.1,0,0
30009000200,MT,Carbon County,,,2,89.4,2087,14.2749658002736,2.57,6.3,48.6,48.1,97.6,0.0,1.0,0.3,0.0,0.0,1.1,3.7,8.2,37.1,54.7,23811.0,10.0,0,0
30009000300,MT,Carbon County,,,10,84.9,2399,201.596638655462,2.18,0.6,47.5,46.2,96.3,0.0,0.3,0.2,0.0,0.0,3.1,4.0,5.7,24.1,70.2,24261.0,18.8,0,0
30009000400,MT,Carbon County,,,10,91.7,1968,2.56550645287446,2.2,3.8,56.9,56.4,98.3,0.0,1.2,0.4,0.0,0.0,0.1,0.5,6.5,22.5,71.1,27354.0,4.5,0,0
30009000500,MT,Carbon County,,,10,88.9,1535,1.6542730897726,2.42,3.9,50.3,49.1,95.6,0.0,3.3,0.1,0.0,0.0,0.9,0.5,6.2,36.1,57.7,28352.0,11.9,0,0
30011000300,MT,Carter County,,,10,83.9,1295,431.666666666667,2.37,2.7,51.0,48.3,98.0,0.0,0.4,0.0,0.0,0.0,1.6,1.4,8.0,36.0,56.0,25405.0,12.7,0,0
30013000100,MT,Cascade County,,,1,88.3,2581,832.58064516129,2.17,2.7,32.5,49.4,90.7,1.8,1.1,1.2,0.0,0.1,5.0,8.2,4.7,30.1,65.2,26928.0,18.9,0,0
