tract,State,County,Latitude,Longitude,RUCA Urbanicity,% Insured,Population,Population Density,Avg Household Size,Unemployment,Median Age,% Male,% White,% Black,% Native,% Asian,% Hawaiian/PI,% Other Race,% Multi-race,% Hispanic/Latino,% Ed. < HS,% Ed. HS Grad.,% Ed. College Grad.,Median Income,% Poverty,MH Provider Count,MH Provider per 1000 Pop.
05001480100,AR,Arkansas County,,,8,89.4,1504,5.64776567780698,2.32,4.9,51.6,55.1,88.4,11.6,0.0,0.0,0.0,0.0,0.0,0.3,13.2,48.9,38.0,21250.0,14.3,0,0
05001480200,AR,Arkansas County,,,8,91.7,1518,5.48212351029253,2.14,8.4,49.5,50.5,89.4,9.2,0.0,0.0,0.0,0.0,1.4,0.0,12.8,41.0,46.3,24674.0,12.1,0,0
05001480300,AR,Arkansas County,,,7,91.2,2680,168.553459119497,2.39,11.5,42.1,48.8,61.1,38.7,0.2,0.0,0.0,0.0,0.0,2.5,17.9,30.6,51.4,26759.0,15.9,0,0
05001480400,AR,Arkansas County,,,7,92.4,2735,116.880341880342,2.47,18.8,34.2,44.1,23.6,75.6,0.0,0.0,0.0,0.0,0.8,4.2,27.0,43.9,29.2,17080.0,34.9,0,0
05001480500,AR,Arkansas County,34.48411216,-91.55311999,7,90.6,3957,732.777777777778,2.37,4.2,40.8,45.8,85.6,12.9,0.0,0.0,0.0,0.4,1.1,3.4,12.2,46.4,41.4,22087.0,15.7,1,0.252716704574172
05001480600,AR,Arkansas County,,,7,89.5,1747,33.9223300970874,2.35,9.2,35.7,44.4,95.8,3.3,0.0,0.0,0.0,0.0,0.9,1.3,17.9,36.0,46.1,25625.0,12.4,0,0
05001480700,AR,Arkansas County,,,7,87.7,2950,49.4137353433836,2.52,11.1,40.4,48.5,71.7,26.3,0.0,0.0,0.0,0.0,2.0,4.5,21.7,43.0,35.3,16980.0,27.4,0,0
05001480800,AR,Arkansas County,,,10,91.5,1478,5.10182947877114,2.38,3.7,42.6,45.5,90.3,8.9,0.3,0.0,0.0,0.0,0.5,5.2,17.0,29.3,53.6,24645.0,14.3,0,0
05003960100,AR,Ashley County,,,8,89.5,1684,5.57246856386499,2.43,9.8,41.0,49.2,66.6,32.9,0.0,0.0,0.0,0.3,0.2,2.4,18.3,44.8,36.9,21132.0,21.8,0,0
05003960200,AR,Ashley County,,,8,90.4,2834,17.6243781094527,2.68,5.9,39.2,53.8,81.4,13.9,0.2,0.0,0.0,2.7,1.7,3.9,9.4,47.0,43.6,25370.0,7.9,0,0
