county,Latitude,Longitude,% Insured,Population,Avg. Household Size,Unemployment,Median Age,% Male,% White,% Black,% Native,% Asian,% Hawaiian/PI,% Other Race,% Multi-Race,% Hispanic/Latino,% Education < HS,% HS Grad or Higher,% Some College or Higher,Median Income,% Poverty,MH Provider Count, MH Providers per 1000 Pop.
1001,32.50064863,-86.44918991,91.1,55049,2.62,5.6,37.8,48.8,76.9,18.5,0.4,0.8,0.1,1.4,2,2.6,12.4,34.3,53.3,26836,12.3,4,0.072662537
1003,30.50417578,-87.82526345,88.2,199510,2.62,6.3,42.3,48.8,86.4,9.3,0.7,0.7,0,0.9,2,4.4,10,28.7,61.3,25961,13,38,0.190466643
1005,31.89501875,-85.14413443,87,26614,2.6,12.8,38.7,53.5,46.7,47.9,0.2,0.5,0,4.1,0.6,4.3,26.2,34.9,38.9,17498,26.4,1,0.037574209
1007,32.95454084,-87.11483278,91,22572,2.92,7.1,40.2,53.5,77,21.2,0.4,0.1,0,0,1.4,2.2,19.3,41.8,38.9,21190,16.5,1,0.044302676
1009,,,88.8,57704,2.77,6,40.8,49.5,95.4,1.6,0.3,0.2,0,0.9,1.6,8.7,20,32.9,47,25143,16.5,0,0
1011,32.144612,-85.698473,83.3,10552,2.84,13.3,39.2,54.2,21.8,75.5,0.8,0.8,0,0,1.1,0.1,33.4,34.1,32.5,17657,26.9,2,0.189537528
1013,31.828455,-86.646194,88.2,20280,2.6,9.8,40.6,47,53.6,43.8,0.1,1,0,0.2,1.3,1.2,18.9,39.9,41.2,19658,25.7,1,0.049309665
1015,33.69610639,-85.79868163,89.1,115883,2.51,11.7,39.1,48.1,74.9,20.5,0.3,0.9,0,1.1,2.3,3.4,17.7,32.1,50.3,21288,19.6,18,0.155329082
1017,,,88.2,34018,2.42,7.5,43.1,47.9,57.1,40.5,0.2,0.9,0,0.1,1.1,0.4,19.7,39.4,40.8,21105,20.3,0,0
1019,,,90.5,25897,2.32,5.9,45.7,49.7,93.3,4.7,0.6,0.4,0,0,1,1.6,18.7,36,45.3,21159,16.4,0,0
1021,32.89825119,-86.73575405,84.2,43817,2.61,7.9,38.7,49.2,83.8,10.1,0.3,0.4,0,4.3,1,7.6,19.9,41.3,38.8,23507,20.3,1,0.022822192
1023,,,88.5,13287,2.36,13.6,45.1,47.8,56.4,42.6,0,0,0,0,0.9,0.6,21.1,37.3,41.5,17760,21,0,0
1025,,,86.7,24847,2.56,17.1,42,47.2,53.3,45.5,0,0.5,0.1,0,0.5,0.2,19,45.1,35.9,20261,24.6,0,0
1027,33.1541,-86.01785,87.1,13483,2.47,6.6,43.7,48.4,82.9,14.8,0.9,0,0,0.5,0.9,3.1,25.4,34.6,40,20852,16.7,1,0.07416747
1029,,,86.2,14991,2.54,7.2,41.5,49.5,94.6,2.4,0.1,0.6,0,0.4,2,2.3,25.8,38,36.2,19865,19.6,0,0
1031,31.3230905,-85.837172,89.3,50991,2.6,6.2,39.3,49.4,76.4,17.2,0.8,1.2,0,1,3.3,6.6,14.9,29.3,55.8,24138,16.4,4,0.078445216
1033,34.75449835,-87.6883248,90.9,54377,2.44,7.5,42.4,48.3,79.8,15.7,0.6,0.5,0.1,1.1,2.3,2.4,16.6,34.8,48.6,22646,16.5,5,0.091950641
1035,,,80.9,12697,2.48,20.4,44,47.5,51.9,46.3,0.1,0.1,0,0,1.5,1.8,20.6,46.2,33.2,16515,32.5,0,0
1037,,,87.4,10864,2.5,12.6,44.9,49.3,66.3,32.4,0.1,0,0,0,1.3,1.3,27.1,36.3,36.7,17110,15.3,0,0
1039,31.20515453,-86.41473966,87.6,37729,2.45,10.7,42.9,48.3,84.5,13.1,0.3,0.5,0.1,0.4,1.1,1.5,19.1,34.4,46.5,21209,19,4,0.106019242
1041,,,88.7,13896,2.53,7.4,41.6,49.4,71.5,23.8,0.9,1.7,0,1.3,0.8,1.7,21.7,38.5,39.7,20670,18.2,0,0
1043,34.18910609,-86.81110054,85.5,81316,2.58,6.1,40.5,49.4,95.9,1.1,0.5,0.6,0,0.8,1.1,4.2,17.8,35.1,47,22352,17.1,11,0.135274731
1045,31.34359303,-85.6943995,86.9,49607,2.58,10.4,36.9,49.3,74.4,19.7,0.6,1,0,1.2,3,5.9,14.2,33.1,52.8,22922,20.5,14,0.282218235
1047,32.41470259,-87.04861066,87.5,41426,2.54,14.9,38.9,46.2,28.7,69.5,0.2,0.4,0.1,0.2,0.9,1,21,36.5,42.6,17272,34.3,5,0.120697147
1049,34.47482609,-85.68618786,84,70937,2.82,6.3,39.3,49.5,87.2,1.5,1.4,0.3,0.7,6.6,2.2,14,27.4,34.3,38.3,20342,19.8,3,0.042291047
1051,32.54245654,-86.16977325,91.2,80957,2.64,7.5,38.3,48.6,75.4,21.4,0.3,0.6,0,0.8,1.7,2.8,13.2,35.4,51.3,26428,14.3,3,0.037056709
1053,31.10681787,-87.28115047,82.4,37875,2.61,15.2,39.9,51.2,61.9,32.4,3.5,0.1,0.2,0.6,1.3,2.1,19.5,43.4,37,18703,25.2,4,0.105610561
1055,34.0071071,-86.00370215,87.9,103363,2.58,8.5,40.9,48.4,81.3,15.4,0.5,0.7,0.1,0.6,1.5,3.6,17.5,32.5,49.9,21240,18.4,20,0.193492836
1057,,,91.6,16783,2.4,8.8,43.6,49.5,85.6,12.5,0,0.3,0,0,1.6,0.9,20.8,39,40.2,18836,17.3,0,0
1059,34.52449266,-87.74474066,85.9,31573,2.67,9.7,39.1,49.3,89.1,4.5,1,0.3,0.1,3.9,1.1,16,24.3,36.7,39,20457,22.3,3,0.095017895
1061,,,85.3,26765,2.49,10.3,42,48.8,86.8,9.6,0.5,0.4,0,0.7,2.1,3.7,22.3,36,41.8,20020,22.8,0,0
1063,,,86,8587,2.75,18.2,41.3,47.7,17.1,81.3,0.4,0.2,0,0,1,0.6,23.1,41,36,14037,37.9,0,0
1065,32.66477,-87.55722,88.9,15159,2.51,12.1,39.7,47,40,58.3,0.3,0.1,0.1,1,0.2,1.2,18.6,42.8,38.6,18697,25.9,1,0.065967412
1067,31.36326001,-85.31967023,88.5,17187,2.48,7.5,43.2,48.3,70.5,27.9,0,0,0,0.5,1.1,2.5,19.3,36.1,44.5,21188,15.3,2,0.116367022
1069,31.21639687,-85.41107833,87.9,103891,2.61,8.1,39.3,47.9,69.6,26.6,0.4,0.8,0,0.6,1.8,3.2,15.1,32.1,52.8,22190,18.9,48,0.462022697
1071,,,88.1,52608,2.6,8.6,42.8,49,91.1,3.3,0.9,0.4,0.1,1.1,3.2,2.7,20.5,41.1,38.4,21401,18.8,0,0
1073,33.48850288,-86.77584445,89.1,659096,2.46,8.2,37.5,47.3,52.4,42.5,0.2,1.5,0,1.8,1.5,3.7,11,26.5,62.5,25727,18.1,490,0.743442533
1075,,,87.3,14066,2.31,9.5,44.3,48.4,87.6,11.3,0.3,0,0,0.6,0.3,1.4,22.6,35.4,42,19151,23.9,0,0
1077,34.8186896,-87.65265406,89,92641,2.36,7.6,41.3,47.8,87,9.9,0.4,0.7,0,0.2,1.8,2.4,15.1,34.6,50.3,23199,18.3,27,0.291447631
1079,34.48466,-87.28597,89,33433,2.49,8.3,42.2,48.7,78.1,11.4,4.9,0.1,0,0,5.5,2.1,22.5,39.9,37.8,22667,18.3,1,0.029910567
1081,32.62455778,-85.44149646,90.5,153947,2.56,6.1,30.5,49.4,69.9,23.2,0.1,3.6,0,1.6,1.5,3.7,11.3,24.5,64.2,22826,23,63,0.409231749
1083,34.83242349,-86.92684166,87.5,90257,2.72,7.9,39,50,81.5,12.7,0.6,1.2,0,1.4,2.5,5.7,16.8,32,51.1,26324,14.1,5,0.055397365
1085,,,87.3,10565,2.47,12.3,40.4,47.8,24.7,74.6,0.1,0,0,0,0.6,0.5,25.2,37.7,37.2,17748,28.7,0,0
1087,32.38881809,-85.68297917,89.2,19684,2.2,15,38.2,46.1,15.8,82.1,0.3,0.2,0,0.9,0.7,1.6,19.5,31.2,49.2,16826,25.5,18,0.914448283
1089,34.71133855,-86.61797562,89.7,349973,2.44,7.3,38.1,48.9,68.8,24.2,0.6,2.4,0.1,1,2.9,4.7,9.2,20.9,69.9,30232,13.3,130,0.371457227
1091,32.28717937,-87.77302988,87.8,20066,2.43,14.1,42.2,47,45.7,52.8,0.2,0.2,0,0.7,0.3,0.9,16.1,40.2,43.6,18665,27.8,2,0.099671085
1093,,,90.4,30239,2.37,7.6,43.9,49.5,93.4,3.3,0.4,0.3,0,0.6,2,2.4,20.1,35,44.9,19222,18.6,0,0
1095,34.33679029,-86.2915867,84.6,94534,2.71,7.2,38.8,49.3,92.5,2.1,0.6,0.6,0,2.5,1.8,12.9,21.4,31.9,46.7,21065,20.5,5,0.052891023
1097,30.71233601,-88.13357147,86.8,414291,2.62,8.7,37.2,47.9,59.6,35.3,0.6,2,0,0.8,1.7,2.6,14.2,32.6,53.3,23507,19.5,160,0.386201969
1099,,,83.6,21975,2.61,21.8,41.5,47.9,54.9,42.8,1.1,0.2,0,0,0.9,0.6,18,45.1,37,19105,32.1,0,0
1101,32.36090819,-86.23280913,87.9,227392,2.44,8.4,36,47.4,37.8,56.8,0.2,2.2,0,1.2,1.7,3.3,14.5,25.4,60.2,25006,21.3,87,0.382599212
1103,34.56376042,-86.98777285,87.4,119555,2.55,8.9,39.8,49.2,81.9,12.2,0.7,0.7,0,2.2,2.4,7.8,17.5,30.1,52.4,23834,16.3,24,0.200744427
1105,,,84.6,9856,2.84,11.7,37.1,47.4,30.1,68.6,0,0.2,0,0.5,0.7,1,23.6,39.5,36.9,14921,39.8,0,0
1107,,,88.9,20042,2.5,12.3,42.2,49.3,56.2,41.8,0.1,0.1,0,0.9,0.9,2.4,18.9,39.9,41.2,18295,23.9,0,0
1109,31.773895,-85.96064,89.4,33277,2.45,9.7,31.2,47.7,58.3,37.6,0.6,2.1,0,0.1,1.2,2.2,20,32.7,47.3,19334,25.7,1,0.030050786
1111,33.145836,-85.369354,88.1,22615,2.55,8,42.8,48.8,77.2,19.6,0.3,0.2,0.2,0.7,1.8,2.9,22.7,36.4,40.9,21557,20.6,1,0.044218439
1113,32.49561132,-85.02091166,84.8,58636,2.6,9.4,34.8,48.6,51.8,42.3,0.4,0.7,0.2,1,3.5,5.1,17.4,31.2,51.4,22417,21.5,2,0.034108739
1115,33.67915,-86.381608,91,86576,2.65,6.4,40,50.2,87.5,9.4,0.3,0.9,0,0.8,1.1,2.3,16.5,36.1,47.4,26217,13.7,2,0.02310109
1117,33.35575789,-86.74224728,91.8,205951,2.67,4.6,38.1,48.6,81.2,11.6,0.2,2,0,3.3,1.6,5.8,8.4,21,70.5,33464,8.5,55,0.267053814
1119,,,81.8,13285,2.55,15.3,36.5,46.2,24.7,71.7,0.3,2.8,0,0.1,0.4,0.3,20,41.6,38.5,14310,36.7,0,0
1121,33.310108,-86.17648176,88.9,81057,2.47,12,40.8,48.5,64.6,32.1,0.3,0.5,0,0.8,1.6,2.2,20.2,35.7,44.1,20167,20.8,4,0.04934799
1123,32.83678535,-85.87388594,89.3,40958,2.47,9.8,43,47.4,70.3,27.5,0.4,0.5,0,0.7,0.7,2.4,20.4,35.3,44.4,22383,23.4,5,0.122076273
1125,33.20583662,-87.52151971,90.3,202471,2.73,7,32.1,48.2,65.4,31,0.1,1.5,0,0.9,1,3.3,11.9,30.3,57.8,22288,18,119,0.587738491
1127,33.83285065,-87.28076694,87.4,65593,2.57,11,42.3,48.7,91.4,5.8,0.1,0.5,0,0.2,2.2,2.3,21.4,36.6,41.9,19960,21.9,8,0.121964234
1129,,,86.3,16909,2.74,16.1,41.4,49.6,65.5,24.8,7.9,0.7,0,0.5,0.6,1.3,20.3,45.8,34,20240,21.6,0,0
1131,,,84.8,11119,2.86,20.4,40.2,48.2,27.4,71.9,0.1,0,0,0.6,0,0.6,20.1,44.9,34.9,16051,34.9,0,0
1133,,,87.1,24013,2.51,8.7,44.1,49.2,96.6,0.4,0.7,0.3,0,0.1,1.8,2.9,24,34.3,41.7,18754,20.6,0,0
2013,,,48,3299,2.36,2.6,42.8,65,19.1,7,33.9,29.5,1.1,4.1,5.3,10,15.6,42,42.3,26243,15.5,0,0
2016,,,78.7,5714,3.47,1.1,37.6,62.6,30.9,5.5,13,36.5,2.5,6.1,5.5,13.8,12.5,40.3,47.2,30935,7.7,0,0
2020,61.2101716,-149.7994629,85.5,299321,2.77,6,32.8,51,64.3,5.7,7,8.9,2.3,2.1,9.8,8.7,6.7,24,69.3,35872,8.1,307,1.025654732
2050,60.78812074,-161.7858254,74.9,17885,3.79,19.3,26.8,52.3,11,0.8,81.9,0.9,0.4,0.4,4.6,2,19.1,45.4,35.6,14862,26.6,3,0.167738328
2060,,,79.6,942,2.48,5.7,40.7,56.9,55.7,0.3,32.1,1.2,0.2,1.4,9.1,4.9,7.4,34.8,57.8,42171,7.3,0,0
2068,,,76.8,2125,2.29,1.2,37.3,53.7,85.5,1,3.1,3.4,0,0.2,6.8,0.8,3.8,23.4,72.8,32128,11.3,0,0
2070,59.005936,-158.53908,74.2,4980,3.43,11.2,29.7,51.5,17.9,0.2,72.2,2.2,0,0.5,6.9,3,13.2,36.9,50,19773,16.5,1,0.200803213
2090,64.81951223,-147.6520513,88.4,100150,2.72,8.5,30.7,53.7,76.5,4.2,6.5,3,0.6,0.9,8.2,7.5,5.6,22.2,72.2,34705,7.8,97,0.968547179
2100,,,76.7,2528,2.11,3.8,44.6,56.5,77.9,0,4.9,3.4,0.2,0.5,13.1,1.6,4.5,25.7,69.8,28534,5.3,0,0
2105,,,74,2107,2.35,10.2,48.4,51.4,50.8,3.7,32.2,2.3,0,1.1,9.9,5,9.4,33.9,56.7,27750,12.3,0,0
2110,58.33911912,-134.4940386,87.7,32524,2.62,4.9,37.5,51.2,69.4,1.2,12.3,7.2,1,0.8,8.2,6.3,4.4,21.2,74.5,40890,7.4,17,0.522690936
2122,60.44616785,-150.8487657,79.8,57637,2.6,8.7,40.5,52.2,83.6,0.6,7.5,1.3,0.3,0.7,5.9,3.8,7.3,32.2,60.6,29068,11,13,0.22554956
2130,55.3535254,-131.6827683,84.5,13715,2.58,7.6,39.2,51.3,67.5,0.5,13.4,7.6,0.1,0.9,10,4.6,8,31.7,60.3,30743,10.8,7,0.510390084
2150,57.7979025,-152.3855654,77.3,13918,2.96,3.6,32.7,52.7,54,0.1,13.7,21.9,1.1,1.9,7.2,8.7,9.3,27.3,63.3,32173,9.2,3,0.215548211
2158,,,74,7993,4.52,26.4,23.3,53.3,3.9,0.6,89.2,0.4,0,0,5.9,1.3,21.6,52.2,26.2,10693,36,0,0
2164,,,66.1,1411,2.84,11.7,31.9,51,21.3,0.8,69.2,2.8,0.1,0,5.9,2.1,13.7,42.5,43.8,19000,18.8,0,0
2170,61.62243367,-149.3096377,82.6,98679,3.14,9.9,34.8,52.2,83.7,1.1,5.2,1.3,0.2,0.6,8,4.5,7.6,31.8,60.6,27988,9.7,38,0.385086999
2180,64.78304511,-164.5976149,73.2,9879,3.3,17.4,27.7,53.8,16.4,0.8,72.6,1.3,0.2,0.1,8.6,2.1,15.1,43.1,41.8,17646,27,6,0.607348922
2185,71.28791,-156.76291,75.1,9681,3.25,10,33.8,63.2,32.5,0.6,51.9,6,1.9,1.1,6,3.8,11.6,37.8,50.4,48667,11.2,1,0.103295114
2188,67.19985448,-162.0202541,68.9,7723,3.93,22.6,26.3,54.1,11.5,0.6,82.2,0.8,0,0.8,4.1,2.1,20.9,45,34.1,17332,24.5,3,0.388450084
2195,,,84.4,3196,2.47,5.8,40.8,53.6,74.8,2.3,7.5,4.5,0.6,1.9,8.3,10.4,7.6,33.7,58.7,27923,9.3,0,0
2198,,,68.8,6374,2.77,13.6,40.5,54,46.1,0.2,41.6,1.1,0.6,0.2,10.2,3.5,9.5,39.1,51.3,21975,14.9,0,0
2220,57.04583118,-135.3103723,81.4,8921,2.46,4.5,39.1,51.2,64.4,2.2,13.5,6.9,0.4,0.9,11.7,6.2,7.4,25.7,66.9,35408,9,9,1.008855509
2230,,,76.6,1014,2.07,6.7,44.1,53.4,80.4,1.1,5.8,7.5,0,0.4,4.8,6.3,3.5,24.9,71.6,35625,5.3,0,0
2240,,,78.2,6970,3.15,9.4,36.4,55.6,78.1,1.4,11,1.8,0,1.5,6.1,5.1,9.3,33.4,57.3,27394,13.6,0,0
2261,61.6224582,-145.9994968,79.1,9522,3.14,9,37.6,53.2,73.8,0.1,14.9,3.7,0.5,0.3,6.6,4.7,7.2,27.3,65.5,30804,8.5,6,0.630119723
2275,,,81.9,2401,2.25,7.2,48.8,50.7,67.5,0.3,19.2,3.5,0,0.1,9.4,3,11.9,34.3,53.9,26087,9.9,0,0
2282,,,81,646,2.34,7.1,40.5,53.6,44.9,1.1,31.1,5.9,1.1,0.3,15.6,2.8,5.5,40.8,53.6,33641,7.9,0,0
2290,67.16985772,-149.5691514,64.7,5600,2.75,18.4,35.2,54,22.3,0.4,70.3,0.7,0,0.4,5.8,1.9,17.1,39.9,42.9,16732,23.5,1,0.178571429
4001,35.80135014,-109.4696902,76.4,72346,3.67,15.8,33.5,49.4,22.5,0.5,73.2,0.4,0.1,0.9,2.4,5.9,21.8,33.5,44.8,18001,36.2,22,0.304094214
4003,31.65143366,-110.1999452,89.9,128177,2.38,8.6,40.3,50.9,82.8,4,1.2,1.8,0.3,5.1,4.9,34.4,13.4,23.2,63.4,22355,18.9,33,0.257456486
4005,35.31250867,-111.6059942,83.6,138064,2.67,8.2,30.7,49.4,63.3,1.5,26.8,1.8,0.1,3,3.4,13.7,11.1,21.6,67.3,22646,22.2,121,0.876405145
4007,33.76610325,-110.9282445,86,53179,2.44,12.1,48.9,49.7,78.6,0.6,15.5,0.8,0,1.9,2.6,18.5,15.7,28.7,55.6,21256,21.2,12,0.225652983
4009,32.82385026,-109.7120404,88.7,37529,3.04,14.4,32.4,53.7,78.9,2,13.2,0.7,0.1,2.5,2.6,32.1,14.6,32.9,52.5,23528,22.5,4,0.106584242
4011,,,88.5,9224,2.77,8.9,33.3,53.2,90.3,1.9,3.8,0.6,0,2.4,1,46.5,12.1,36.8,51.1,29080,13.4,0,0
4012,34.0755235,-114.2219924,87.8,20304,2.18,10.6,55.1,51.1,75.2,0.4,13.2,0.7,0.2,7.9,2.3,26.2,24.8,36.4,38.7,19137,21.1,1,0.049251379
4013,33.49619457,-112.0100496,86.3,4088549,2.75,6.8,35.8,49.5,78.6,5.3,1.9,3.8,0.2,6.9,3.3,30.3,13.1,22.9,64,29426,16.5,2706,0.661848494
4015,35.06727347,-114.2311652,86,203629,2.4,11.7,49.7,50.3,89.6,1,2.1,1.3,0.1,3.2,2.7,15.7,16.1,36,47.8,21155,19.3,47,0.230811918
4017,34.98950623,-110.1783284,83.2,108209,3.1,18.5,35.8,50.2,47.7,0.8,44,0.6,0.1,3.5,3.3,11,18.5,30.3,51.2,18131,29.9,17,0.157103383
4019,32.23623464,-110.9369135,87.7,1003338,2.47,9.2,38.1,49.2,77.3,3.5,3.2,2.7,0.1,8.9,4.1,36.1,12.3,22.6,65.2,24415,19.1,840,0.837205408
4021,33.06485782,-111.5133636,88.4,397604,2.86,9.4,38.3,52.2,80,4.6,5.3,1.8,0.3,5.1,2.9,29.2,15.1,29.2,55.7,25370,16.5,72,0.181084697
4023,31.48488038,-111.0134251,84.5,46547,2.97,9.7,36.4,47.9,85,0.4,0.4,0.8,0,12.1,1.2,83.2,25.2,26.2,48.6,20770,21.9,5,0.107418308
4025,34.62169884,-112.2808825,87.2,218586,2.29,8.5,51.9,48.9,92,0.5,1.8,0.9,0,2.6,2.1,14.1,9.8,25.8,64.4,23805,14.7,129,0.590156735
4027,32.67173506,-114.6436828,82,203292,2.78,12.5,34,51.3,72.8,2.1,1.1,1.3,0.2,20.1,2.4,62,28.3,25.6,46.1,21129,20.5,56,0.275465832
5001,34.48411216,-91.55311999,90.5,18569,2.38,9.1,41.2,47.4,72.6,26.3,0.1,0,0,0.1,0.9,3,17.5,40.6,41.9,21568,19.6,1,0.053853196
5003,33.1296983,-91.97962,87.8,20989,2.49,10,41.5,48.5,71.7,25.9,0.2,0,0,1.5,0.7,5.1,16.1,39.7,44.2,21425,19.9,2,0.095288008
5005,36.33546462,-92.39872596,90.8,40992,2.24,6.2,51.8,48.4,96.8,0.2,0.5,0.6,0,0.5,1.4,2,12.8,34.4,52.8,20752,13.8,10,0.243950039
5007,36.31029412,-94.20879256,88.5,245231,2.76,3.4,35.1,49.5,88.3,1.5,1.4,3.6,0.4,2,2.9,16.1,12.8,30.5,56.7,30172,11.4,52,0.21204497
5009,36.23785208,-93.10907585,88.6,37301,2.47,8.4,42.4,49,96.5,0.3,0.8,0.5,0.1,0,1.7,2.3,15,34.6,50.3,20132,17.5,6,0.160853596
5011,,,85.7,11096,2.39,11,40.9,49.4,61.6,29.2,1.4,0,0,7.4,0.4,14.2,20.1,41.5,38.4,20473,28.8,0,0
5013,33.53366,-92.46993,87.8,5210,2.44,6.8,44.9,51.4,76.6,21.9,0.1,0.2,0.3,0,0.8,3.8,16.8,49.6,33.6,19559,19.2,1,0.19193858
5015,36.40119567,-93.71875667,83.4,27690,2.52,6,44.4,49.3,93.4,1.1,0.6,0.9,0.5,1.1,2.4,14.5,16.2,34.9,48.9,21050,17.5,3,0.108342362
5017,33.52344,-91.43853,87.2,11189,2.39,10.8,43.7,48.7,42.7,54.2,0.4,0.4,0,1.6,0.6,5.2,19.9,42,38,16888,30.9,1,0.089373492
5019,34.12432773,-93.09260867,88.9,22684,2.25,7.9,33.6,47.5,72.2,23.6,0.2,0.8,0,1.5,1.8,4.5,13.5,30.9,55.6,17147,24,3,0.132251807
5021,,,88.2,15202,2.34,7,44,49.3,96.3,0.5,0.4,0.2,0,1.6,1.1,1.8,20.9,42.4,36.8,18747,22.2,0,0
5023,35.50398014,-92.03790932,86.2,25587,2.44,8.5,47.9,49.8,97.1,0.6,0.4,0.6,0,0.3,1.1,2.4,16.7,38.2,45.1,22227,15.5,2,0.078164693
5025,,,90.5,8421,2.5,8.9,42.5,50.1,86.7,10.5,0.2,0.1,0,0.2,2.3,2.2,13.9,43.9,42.2,22816,20,0,0
5027,33.2707096,-93.2428357,88.4,24168,2.36,9.3,36,47.6,60,34.8,0.3,1.1,0,2.8,1,2.6,14.8,39.2,45.9,18312,24.9,2,0.082754055
5029,,,89.1,21060,2.49,7.2,41,48.9,85.3,11.8,0.5,0.1,0,0.2,2.1,3.8,15,42.3,42.7,21445,21.5,0,0
5031,35.82802659,-90.68457472,86.4,102884,2.54,6.3,33.9,48.7,80.8,13.8,0.6,1.2,0.1,1.6,1.9,4.7,12,34.2,53.7,22385,18.9,70,0.680377901
5033,35.462578,-94.39992,87.2,61927,2.6,7.1,38.8,49.2,90.2,1.3,2,1.8,0,1.5,3.1,7,14.7,40,45.3,22071,18.8,1,0.016148045
5035,35.14627232,-90.18551149,88.5,49511,2.64,9.1,34.7,47.2,45.1,50.7,0.2,0.7,0.2,0.5,2.7,2.3,18.2,35.6,46.2,22625,24.6,3,0.060592596
5037,35.2272891,-90.7659817,89.6,17329,2.55,7.5,40.3,48.4,74.7,23.3,0.2,0.3,0,0.4,1.2,1.9,19.3,44,36.6,20944,19.8,1,0.057706734
5039,,,88.5,7738,2.22,7.1,43.4,48.4,55,41.1,0.1,1.8,0,0.9,1.2,3,16.6,48.9,34.6,20614,14.7,0,0
5041,33.62059629,-91.36947976,88.5,12234,2.32,12.8,39.3,45.8,49,47.7,0.2,0.1,0,1.9,1,5.2,23.9,39.7,36.5,18564,32,1,0.081739415
5043,33.61499319,-91.80054964,87.3,18688,2.5,12.9,36.8,48.3,68.1,28.7,0.1,0.1,0,1.9,1,2.9,18.3,36.9,44.8,17741,27.7,4,0.214041096
5045,35.087315,-92.463576,88.3,120417,2.66,5.8,31.9,49,83.6,11.2,0.4,1.2,0.1,1.4,2.1,3.9,8.9,30.7,60.4,24823,16.1,49,0.406919289
5047,,,90.2,17799,2.58,8.8,41,49.4,94.3,0.9,2.4,0.4,0.1,0.1,1.8,2.8,18.9,40.8,40.3,20442,21.1,0,0
5049,36.36264,-91.74702,88.6,12186,2.29,7.3,48.2,49.5,96.5,0.1,0.7,0.1,0,0.3,2.2,1.3,16.1,40.7,43.2,17644,23.2,1,0.082061382
5051,34.47621464,-93.06998209,85.3,97119,2.35,9.1,44.1,48.3,85.5,8.2,0.7,0.7,0,2.8,2.1,5.2,11.6,31.3,57,21777,20.6,55,0.566315551
5053,34.30815675,-92.40682985,90.9,18046,2.6,8,39.3,49.1,93.8,4.4,0.3,0.2,0,0.1,1.1,0.9,10,41.6,48.5,25265,13,4,0.221655769
5055,36.04574602,-90.51597914,88.2,43745,2.57,8.2,38.2,49.3,95.9,0.9,0.4,0.1,0,0.9,1.6,2.6,14.7,43,42.2,22851,17.7,5,0.114298777
5057,33.6497794,-93.5844001,85.4,22208,2.83,8.3,38.5,48,63,30.3,0.2,0,0,4.1,2.4,12.5,21.3,38,40.7,19618,26.7,2,0.090057637
5059,34.37702767,-92.82079018,88.2,33440,2.57,6.8,40.9,51.5,85.8,11.3,0.4,0.3,0,0.4,1.9,3.3,14.1,41.6,44.3,20990,17,6,0.179425837
5061,33.9508998,-93.86394413,84.8,13487,2.62,7.4,38.6,48.1,67.4,21,0.5,0.2,0,9.4,1.5,11.4,20.6,33.8,45.6,20813,19.6,3,0.22243642
5063,35.77285433,-91.6363315,87,37030,2.51,6.7,39.2,48.6,92.5,1.9,0.4,0.9,0,2.3,2,6,15.5,37.5,47,20802,19.2,13,0.351066703
5065,,,86.9,13461,2.36,9.6,48.1,51.9,96.9,1.2,0.2,0.2,0,0.4,1.1,1.9,16.1,40.7,43.2,19375,22,0,0
5067,,,86.3,17495,2.29,7.7,40.8,49,79.3,17.1,0.4,0.1,0,0.8,2.3,2.7,23.4,42.1,34.5,18461,27.1,0,0
5069,34.20780011,-92.02385257,89.5,72385,2.41,9.7,38.7,49.2,40.9,56.1,0.1,0.8,0,0.8,1.2,1.9,15.7,38.4,45.8,21296,25.5,19,0.262485322
5071,35.47287008,-93.45512955,87.1,26025,2.53,5.7,38,49.7,92.2,1.8,0.3,1.4,0,1.8,2.4,13.3,21,43.1,35.9,19419,21.4,3,0.115273775
5073,,,86.3,7127,2.37,11.1,45.3,49.1,60.2,38.8,0,0.4,0,0,0.5,1,19.8,42.7,37.5,18141,26.4,0,0
5075,,,87.3,16915,2.47,8.2,41.8,49.1,97.2,0.7,0.7,0.1,0,0.1,1.3,1.2,18.3,41.2,40.6,18393,23.6,0,0
5077,,,85.7,9781,2.3,16.4,40.9,57,41.8,57.4,0.2,0.1,0,0,0.5,1.5,30.7,38.6,30.8,13279,30.1,0,0
5079,,,87.3,13935,2.35,11.6,37.6,61.9,66.6,31.1,0.5,0,0,1.3,0.5,3.6,20.9,50.2,28.8,19431,23.3,0,0
5081,,,86.9,12616,2.4,8.8,41.6,49.7,73.6,21,1.2,0,0,2.8,1.5,3.2,14,40.6,45.4,21589,19.4,0,0
5083,35.149193,-93.90907,89.9,21935,2.54,8.1,42.8,50,93.1,1.7,0.8,2.2,0,0.6,1.5,2.7,17.2,43.9,38.9,19637,19,1,0.045589241
5085,34.99426215,-92.02935572,89.9,71279,2.72,5.6,35.8,49.2,89.2,5.9,0.5,0.8,0.1,1.4,2.1,4.1,11.9,33.9,54.3,28667,12.1,3,0.042088133
5087,36.10255383,-93.68693681,85.1,15761,2.5,5.2,42.3,50.2,94.9,0.7,0.8,0.4,0,0.2,3,5.2,19.6,47.1,33.3,22462,18.1,1,0.063447751
5089,,,88.9,16404,2.44,10,51.5,49.4,96.6,0.4,0.8,0.3,0,0.2,1.7,2.1,14,39.4,46.5,18231,19.9,0,0
