county,Latitude,Longitude,% Insured,Population,Avg. Household Size,Unemployment,Median Age,% Male,% White,% Black,% Native,% Asian,% Hawaiian/PI,% Other Race,% Multi-Race,% Hispanic/Latino,% Education < HS,% HS Grad or Higher,% Some College or Higher,Median Income,% Poverty,MH Provider Count, MH Providers per 1000 Pop.
18083,38.67467527,-87.5331359,88.9,37956,2.42,5.3,38.1,50.8,94.3,3,0.1,0.7,0.1,0.5,1.3,1.7,11.5,36.6,51.9,23686,14.1,12,0.316155549
18085,41.2406479,-85.82339128,87.6,78461,2.56,5.3,37.8,49.6,93.8,0.9,0.3,1,0,2.3,1.7,7.7,15.2,37,47.8,27479,11,20,0.25490371
18087,41.67517,-85.577995,59.7,38395,3.21,4.1,31.1,50.7,97.9,0.2,0,0.1,0,0.1,1.6,3.9,35.7,32,32.3,27300,12.5,1,0.026045058
18089,41.50576131,-87.39557628,88.2,489698,2.63,9.6,38.2,48.4,61.8,24.7,0.3,1.4,0,9.2,2.6,18,12.4,35.3,52.3,26183,17.6,248,0.506434578
18091,41.66531874,-86.80199736,89.5,110993,2.37,8.8,40,51.7,83.6,11,0.3,0.6,0,1.8,2.8,6.1,12.5,38.9,48.6,25100,17.3,21,0.189201121
18093,38.86185273,-86.50658586,87.9,45696,2.44,5.6,42.4,49.5,96.7,0.4,0.2,0.5,0,0.6,1.7,1.5,11.6,42.5,45.9,24457,12.9,3,0.065651261
18095,40.11334256,-85.69883539,88.3,129862,2.4,7.8,40,50,87.8,7.8,0.1,0.4,0.1,1.2,2.5,3.7,12.5,39.2,48.3,24553,16.8,35,0.269516872
18097,39.82290596,-86.13825913,86.1,932142,2.5,9,34.1,48.2,62.4,27.3,0.3,2.7,0,4.3,2.9,9.8,14.3,28.1,57.5,25793,20.5,750,0.804598441
18099,41.37001966,-86.26211787,84.9,46833,2.69,7.7,39.8,49.7,93.6,0.6,0.3,0.4,0.1,3.6,1.4,9.3,15.5,40.6,43.9,25689,11.6,4,0.085409861
18101,,,88.9,10218,2.39,5.4,42.7,50,97.3,0.4,0.7,0.4,0.1,0.2,1,0.2,15.6,42.8,41.5,26119,12.2,0,0
18103,40.73078087,-86.08005509,90,36093,2.56,8.9,39.8,53.2,91.5,5,1,0.4,0.1,0.6,1.5,2.8,14.9,42.6,42.4,24198,16.1,4,0.110824814
18105,39.16939382,-86.52865888,90.2,143292,2.37,6.6,28.6,49.7,86.7,3.1,0.4,6.3,0,0.6,2.9,3.3,7.8,22.7,69.5,19639,25,115,0.802557016
18107,40.04434577,-86.88608772,88.3,38108,2.48,5.4,40.4,50.6,96.1,0.9,0.3,0.6,0,0.2,1.9,4.6,11.5,43.5,45,25720,12.7,4,0.104964837
18109,39.52663231,-86.39085867,90,69504,2.68,6.4,41.2,49.5,97.3,0.4,0.1,0.7,0,0.3,1.2,1.4,11.6,42.1,46.4,26906,12.5,5,0.071938306
18111,,,87.2,14022,2.52,7.2,42.9,50.5,96.6,0.3,0.1,0.5,0.2,1.1,1.1,5.9,14.2,46.5,39.4,25924,13.3,0,0
18113,41.44155761,-85.26528246,88.2,47587,2.6,7,38.4,50.1,96.7,0.4,0.1,0.7,0,0.6,1.6,10,15.3,41.1,43.6,25736,11.4,1,0.021014143
18115,,,91.5,6003,2.45,5.9,46.2,50,96.8,2.3,0,0,0,0.8,0.1,0.6,11.4,46.8,41.8,28403,6.7,0,0
18117,38.56766577,-86.47679345,89,19579,2.5,5.5,40.9,49.5,96.6,1.3,0.1,0.5,0,0.4,1.1,1.3,16.7,45.1,38.3,22155,16.4,4,0.204300526
18119,39.25317354,-86.7507989,87.3,21038,2.43,6.8,44.3,50.7,97.5,0.6,0.3,0.5,0,0.1,1,1.2,15.7,43.2,41.1,25064,14.8,2,0.095066071
18121,39.75832841,-87.20037317,85.2,17033,2.52,7,41.6,47.5,96.1,1.9,0.3,0.1,0.2,0.2,1.2,1.4,14.5,42.3,43.1,23248,15,2,0.117419128
18123,,,90.9,19301,2.4,4.1,41.1,53.4,94.7,3.1,0.1,0.3,0,0.2,1.6,1.2,13,51.1,35.8,24855,14.7,0,0
18125,,,91.6,12554,2.48,3.9,43.4,50,97.4,0.8,0,1,0,0,0.9,0.4,13.7,45.9,40.4,26189,10.1,0,0
18127,41.50835682,-87.07081796,91.3,167016,2.62,6.3,39.4,49.3,91.6,3.5,0.2,1.4,0.1,1.2,1.9,9.4,8.3,34.9,56.8,30919,10.8,57,0.341284667
18129,,,94.5,25527,2.52,4.6,42.7,50,97.1,1.3,0,0.5,0,0.3,0.8,1.1,5.7,38.8,55.5,30048,9.7,0,0
18131,,,89.1,12910,2.46,7,41.6,50.7,96.2,0.3,0.1,0.4,0,1.2,1.7,2.8,12.9,46,41.1,24832,13.4,0,0
18133,39.64073511,-86.85266949,89.7,37626,2.47,6.5,37.8,52.6,93.9,3.6,0.1,0.9,0,0.5,1.1,2.6,11.6,41.6,46.9,24985,10.3,5,0.132886834
18135,40.048576,-84.97264,86.1,25403,2.39,6.4,42,48.6,96.5,0.9,0,0.2,0,1,1.2,3.2,13.6,43.7,42.8,23859,17.3,1,0.039365429
18137,39.2221145,-85.17366,91.9,28633,2.56,6.6,40.8,49.4,96.8,0.4,0.6,1,0,0.5,0.7,1.7,13.2,43.2,43.5,26845,10.1,2,0.069849474
18139,39.73213,-85.415085,85.5,16873,2.47,5.7,41.2,49,97,1.2,0,0.2,0,0.7,0.9,1.4,15.4,47.9,36.7,26654,18,1,0.059266283
18141,41.68428274,-86.23008033,88.8,267696,2.53,7.5,36.4,48.5,79.1,12.9,0.4,2.1,0.1,2.3,3,8.1,12.3,30.9,56.9,23867,17.2,149,0.556601518
18143,38.70609,-85.78879,90.7,23734,2.64,6.7,40.9,49.2,97.4,0.2,0.2,0.4,0,0.5,1.2,1.8,15.4,42.6,42,24998,14,2,0.084267296
18145,39.53459922,-85.7774816,87.7,44404,2.52,7.7,41.5,49.3,94.3,1.3,0.2,0.7,0,2.5,1,3.9,12.3,43,44.7,27796,12.5,5,0.112602468
18147,37.884254,-87.046234,91.6,20777,2.54,5.7,42.8,50.7,96.6,0.6,0.3,0.2,0.1,1.4,0.9,2.8,10.6,44,45.4,27575,9.9,1,0.048130144
18149,41.28234391,-86.55067337,90.5,23069,2.64,9.5,41.9,49.2,96.6,0.4,0.1,0.3,0,1.2,1.4,3.5,17.1,41.4,41.4,21991,15.7,2,0.086696432
18151,41.65280991,-85.00812936,88.6,34279,2.45,5.9,42.1,50.8,97.2,0.2,0,0.5,0,0.2,1.8,3.4,11.5,38,50.5,24668,10.4,1,0.02917238
18153,39.04044274,-87.39421935,86.2,21026,2.45,5.6,41,53.9,93.4,4.5,0.2,0.3,0,0.2,1.3,1.7,13.6,42.7,43.7,21689,17.3,2,0.095120327
18155,,,85.8,10484,2.53,6.9,40.1,51.8,97.7,0.6,0,0.2,0,0.5,1.1,1.8,17.3,48.3,34.4,23651,21.5,0,0
18157,40.42592453,-86.87946712,89.2,183397,2.46,6.2,27.9,51.1,84.1,4.7,0.1,7.6,0,1.5,2,8,9.3,26.6,64.2,21857,21.8,96,0.523454582
18159,40.2697,-86.04313,90.4,15447,2.38,5.3,44.5,49.3,96.4,0.2,0,0,0.2,1.1,2.1,2.5,11.7,39.4,48.9,29352,8.7,1,0.064737489
18161,,,88.3,7251,2.46,5.4,43.1,50.4,96.2,0.2,0,0.6,0,0,3.1,0,11.8,44.7,43.5,23853,9.5,0,0
18163,37.97512598,-87.52098687,89.3,181692,2.35,5.7,37.7,48.4,86,9,0.2,1.1,0.1,0.8,2.8,2.5,10.2,33.8,56,25232,17,107,0.588908703
18165,39.653379,-87.39829107,89.6,15752,2.35,6.2,43,49.1,98.1,0.4,0.3,0.1,0,0.2,1,1.1,11,45.3,43.7,23894,13.4,1,0.063484002
18167,39.45572541,-87.40335334,88.3,108099,2.42,8.1,36.1,50.8,87.5,5.9,0.2,1.9,0,0.8,3.7,2.5,12.3,33,54.6,21228,20.3,73,0.675306895
18169,40.85189377,-85.78951464,90.1,32177,2.37,5.9,42.1,49,95.6,0.8,0.6,0.1,0,1.2,1.6,2.4,12.1,42,45.9,24741,12.7,3,0.093234298
18171,40.47324627,-87.13146512,93.8,8309,2.47,5,44.5,49.6,98,0.7,0.1,0,0,0.2,1,1.4,9,43.2,47.7,30067,7.9,1,0.120351426
18173,37.98327295,-87.38719803,92.6,61427,2.6,4.5,40.6,49.4,94.4,1.5,0.2,2.2,0,0.3,1.4,1.7,7.2,32.9,59.9,30323,9.5,7,0.113956404
18175,38.6085315,-86.10289,88.3,27792,2.61,8.7,41,49.6,98.2,0,0.3,0.2,0,0.1,1.2,1.3,14.5,45.6,39.9,25414,14.9,2,0.071963155
18177,39.85018003,-84.8923742,85.1,67423,2.43,7.3,40.9,48.3,89.8,5,0.2,0.9,0,1.5,2.7,2.8,15.3,39.2,45.6,21789,19.9,33,0.489447221
18179,40.77699917,-85.16878485,91.1,27836,2.52,3.8,40.7,49.4,96.9,0.7,0.3,0.7,0,0.9,0.5,2.6,8.8,40.4,50.8,26360,12.6,4,0.143698807
18181,,,90.2,24265,2.48,5.4,42.3,49.7,93.4,0.5,0.2,0.3,0,3.9,1.8,7.6,10.4,43.2,46.4,26072,10,0,0
18183,41.18146724,-85.47785488,91.6,33354,2.49,4.7,41.3,49.9,96.8,0.4,0.5,0.4,0,0.1,1.8,1.8,9.9,41.4,48.8,27666,8.8,5,0.149907058
19001,,,93.7,7330,2.22,2.8,46,49.3,98.1,0.3,0,0.5,0,0.1,1.1,1.6,6.6,43.2,50.2,28297,9.7,0,0
19003,,,92.3,3822,2.19,3.1,47.2,49.5,97.3,0.5,0.1,0.9,0,0.1,1.1,0.8,7.5,40.1,52.4,27278,9.8,0,0
19005,,,91.6,14001,2.26,4.7,45.1,50.8,96.4,0.8,0.2,0.4,0,0.5,1.6,5.7,11.9,40.4,47.7,26276,10.2,0,0
19007,40.73432003,-92.87220567,90.6,12602,2.29,6.6,44.8,49.7,97.5,0.5,0,0.5,0,0,1.4,1.7,10.1,35.7,54.2,23197,16.1,2,0.158704967
19009,,,93.6,5793,2.12,2.8,48.3,49.1,97.3,0.4,0.7,0.2,0,0,1.5,0.6,10.4,42.4,47.3,25242,11.6,0,0
19011,,,96.7,25720,2.5,3.8,41.8,50,97.8,0.5,0,0.3,0,0.2,1.2,1.4,7.2,35.7,57.1,31011,9.2,0,0
19013,42.49138833,-92.37575734,93.4,132821,2.42,6.3,34.8,49,85.1,8.9,0.3,2,0.2,1.4,2.1,4.1,9.2,32.7,58.1,26425,15.4,38,0.286099337
19015,41.95951395,-93.9001155,93.8,26411,2.33,4.3,41.1,50.3,97,1.2,0.2,0.1,0,0.2,1.2,2.4,5.6,34.4,60.1,30027,10.3,2,0.075726023
19017,42.724163,-92.48179,96.6,24663,2.47,3.2,38.9,49.3,96.3,1.1,0.2,0.9,0.2,0.4,0.9,1.4,4.7,34.5,60.8,30624,7.3,1,0.040546568
19019,42.46114908,-91.90604203,92.1,21031,2.51,3.8,38.5,49.7,97.6,0.3,0.4,0.5,0,0.4,0.8,1.4,7.7,40.6,51.7,30474,9.2,9,0.427939708
19021,42.633213,-95.23825,88,20445,2.59,4.5,35.4,50.7,79.8,2.9,0,8.4,1.1,6.2,1.5,24.7,21.8,30.5,47.7,25948,13.3,1,0.048911714
19023,,,95,14933,2.34,3.2,43.7,50,98.1,0.3,0.3,0.6,0.1,0.1,0.6,1.2,8.1,40.3,51.5,28407,8.8,0,0
19025,42.394604,-94.6337,94.9,9876,2.15,2.7,45.4,51.7,96.2,1.7,0.3,0.3,0,0.1,1.4,1.8,7.8,36.4,55.8,24331,14.8,1,0.101255569
19027,42.06086042,-94.86698563,96.7,20555,2.35,2.6,42,48.7,97.1,1.4,0.1,0.1,0,0.3,0.9,2.3,7.1,39.5,53.5,28643,9.4,4,0.194599854
19029,41.40553159,-94.96483373,94.7,13433,2.16,3.3,44.6,49.4,97.6,0.3,0.4,0.5,0.2,0.1,0.9,2.4,9.7,42.8,47.5,26012,15.1,8,0.595548277
19031,,,96.4,18389,2.38,3.3,42.2,49.1,97.1,0.6,0.1,0.8,0,0.3,1.1,1.8,6.6,36.2,57.1,32421,6.4,0,0
19033,43.14923893,-93.23065174,93.3,43303,2.19,4.1,44.3,48.8,94.9,1.6,0.3,1.1,0,0.5,1.6,4.4,6.7,31.4,61.8,26489,12.8,18,0.415675588
19035,42.754818,-95.56853,91.8,11752,2.13,3.2,46.5,49.9,97.3,0.7,0.5,0.4,0,0.1,1,3.1,9.4,34.8,55.8,27440,11.8,3,0.255275698
19037,,,94.2,12164,2.28,3.2,44.2,50.3,98.2,0.7,0.2,0.3,0,0.2,0.3,2.2,9.7,44.1,46.2,27865,9,0,0
19039,,,88.6,9273,2.37,4.6,39.7,49.4,94.4,0.3,0,0.8,0,2.5,2,12.1,9.3,44.3,46.4,27032,16,0,0
19041,43.14865558,-95.14352349,94.3,16478,2.22,3.3,41.7,49.1,95.7,0.4,0,0.2,0.1,1.3,2.3,3.2,6.8,34.6,58.6,27103,11.9,8,0.485495813
19043,42.887028,-91.4528,92.4,17735,2.28,4,45.9,50,98,0.6,0.2,0.5,0,0,0.7,1.9,9,44.7,46.3,26047,10.5,1,0.056385678
19045,41.83999265,-90.21124859,94.9,47972,2.37,4.6,42.2,49,93.8,2.7,0.3,0.7,0,0.4,2.2,3,8.4,36.5,55,26942,13.6,9,0.187609439
19047,,,89.4,17147,2.58,5.7,37.9,50.9,92.4,1.7,1.2,0.3,0.2,2.6,1.7,27.3,21.5,37.7,40.9,26833,21.7,0,0
19049,41.59359678,-93.82820108,95.8,78074,2.58,2.2,35,49.3,91.4,1.2,0,3.8,0.1,1.1,2.4,6.1,4.5,19.4,76.1,40813,5.7,17,0.217742142
19051,,,75.5,8768,2.68,4.1,37.6,49.3,98.1,0.2,0,0.3,0,0,1.4,1.3,13.3,38.2,48.4,25556,18.7,0,0
19053,40.7503592,-93.7433635,87.2,8210,2.35,5.8,36.8,50,95.2,2,0.5,0.5,0.2,0.3,1.4,2.7,13.1,37.2,49.8,19344,20.8,1,0.12180268
19055,,,96.1,17445,2.5,3.4,43.2,49.9,98.3,0.2,0,0.4,0,0.1,1,1.2,9.3,43.5,47.2,30759,9.6,0,0
19057,40.81058499,-91.15799124,93.2,40114,2.37,5.7,42.2,49.2,90.9,5.6,0.2,0.4,0,0.2,2.7,2.9,7.8,35,57.2,25369,16.7,14,0.349005335
19059,43.420532,-95.17837,95.2,17046,2.1,3.4,48.8,50.1,97.5,0.4,0.2,0.3,0.1,0.3,1.1,1.7,4.4,29.3,66.4,30556,6.9,1,0.058664789
19061,42.50195112,-90.67972994,95.2,96359,2.42,4,38.5,49.4,93.4,2.7,0,1.3,0.4,0.3,2,2.2,7.7,34.7,57.7,27981,12.5,46,0.477381459
19063,,,91.5,9820,2.19,5.3,42.5,49.2,96.2,1.4,0.5,0.3,0.1,0.6,1,9.1,10.4,34.1,55.5,25012,13.6,0,0
19065,42.67418938,-91.90272985,92.4,20391,2.35,4.3,43.1,50.4,95.6,1.3,0.5,0.8,0,0.3,1.4,2.2,10.2,38.5,51.3,24394,13.1,1,0.049041244
19067,43.08107588,-92.66088707,92.9,16004,2.28,3.5,44.5,49.2,94.7,1.7,0.4,1.6,0,0.3,1.2,2.4,11,35.3,53.7,25318,14.1,1,0.062484379
19069,,,94.1,10393,2.42,5.4,42.5,50.7,92.3,1.3,0.1,0.2,0,4.9,1.2,11.9,11.4,38.3,50.4,26514,14.7,0,0
19071,,,92.8,7019,2.32,3.9,46.3,50,96.4,0.6,0.7,0,0,1.2,1.1,2.5,7.9,35.6,56.5,28863,10.5,0,0
19073,,,94.6,9083,2.29,5.8,45,48.9,97.8,0.2,0.2,0.5,0.1,0,1.3,2.6,7.2,37.4,55.4,25570,10.6,0,0
19075,,,96.4,12373,2.37,3.8,42.5,49.1,98.4,0.3,0,0.6,0,0.1,0.6,1.2,4.6,34.3,61,33576,6,0,0
19077,41.683285,-94.494385,93.5,10691,2.34,3.3,45.9,50.1,97.4,0.2,0.3,0.1,0,0.6,1.3,2.4,7.9,39.1,52.9,28964,10.6,1,0.09353662
19079,,,93.4,15227,2.35,3,43,49.5,93.3,0.6,0,2.5,0,2.4,1.1,5.6,7.8,31.5,60.8,29890,10.8,0,0
19081,43.09783,-93.808174,95.1,11006,2.3,1.8,44.2,50.5,96.9,0.8,0.2,0.4,0.1,0.3,1.4,3.7,7.3,36.7,56,29016,9.5,1,0.090859531
19083,42.520788,-93.263605,95,17324,2.32,3.4,44.4,49.9,95.9,1.2,0.2,0.7,0,0.7,1.3,4,8.3,33.8,57.9,27053,8.1,2,0.115446779
19085,,,92.2,14335,2.32,2.8,44,49.5,97.5,0,0.5,0.3,0,0.2,1.4,1.6,9,38.2,52.8,30043,10.5,0,0
19087,40.96672803,-91.55794409,94.5,19941,2.42,4.9,40.7,50.9,91.9,2.1,0.3,2.6,0.1,1.2,1.8,4.5,8,37.4,54.6,26902,13.6,4,0.200591746
19089,,,92.4,9430,2.41,3.7,42.1,49.7,98.3,0.3,0,0.3,0,0.1,1,1.5,11.1,43.5,45.4,27930,11.6,0,0
19091,,,96,9607,2.24,3.9,43.3,48.6,98,0.2,0.2,0.3,0,0,1.3,3.7,6.9,36.9,56.2,27357,13.6,0,0
19093,,,94.3,7041,2.25,3.6,44.7,50,97.8,0.1,0.8,0.3,0,0.3,0.7,2.1,6.7,40.3,53.1,27271,11,0,0
19095,41.514946,-92.07648,94.2,16326,2.36,1.8,41.8,49.6,97.8,0.6,0,0.2,0.1,0.3,1,2.4,7.9,40.8,51.2,30388,9.8,1,0.061251991
19097,42.06664808,-90.66539202,93.2,19529,2.29,4.8,44.6,49.7,97,0.4,0.1,0.4,0.6,0.2,1.4,1.4,8.8,43.2,48,27740,13.8,1,0.051205899
19099,41.69921747,-93.0526106,93.8,36715,2.38,4.9,42.6,51.2,95.8,1.5,0.2,0.5,0.1,0.2,1.7,1.9,7.6,40.8,51.8,28348,9.3,3,0.081710473
19101,41.00538101,-91.96275285,92.4,17662,2.34,6.6,41.1,53.2,84,5.7,0,4.7,0,2.4,3.2,2.9,5.1,29.1,65.9,22170,15.6,4,0.226474918
19103,41.66203474,-91.54839593,93.3,142006,2.36,3.2,29.9,49.6,83.3,6.1,0.1,6.2,0.1,2.1,2.1,5.3,5.3,16.5,78.2,28057,17.9,369,2.598481754
19105,,,95,20481,2.32,4.5,43.8,51.7,95.6,2.1,0.6,0.5,0,0.2,1,1.7,7.9,39.5,52.6,28842,10.6,0,0
19107,,,94.6,10234,2.29,5.5,44.1,50.5,98,0,0.1,0.5,0.1,0.3,1,1.4,8.7,42.9,48.4,25247,12.8,0,0
19109,43.05554679,-94.22721251,95.5,15226,2.24,1.8,45.9,50,97.3,0.5,0.2,0.6,0,0.5,1,2,5.7,37.9,56.5,28006,9.7,1,0.065677131
19111,40.50731778,-91.39596317,93.2,35172,2.4,7.9,43.4,50.6,93.6,2.6,0.1,0.4,0,0.5,2.8,3.4,8.2,41.2,50.6,24196,16.4,4,0.113726828
19113,41.99258355,-91.65684718,94.9,218076,2.42,4.2,37.2,49.4,89.5,4.7,0.2,2.1,0,0.8,2.7,3,5.4,27.2,67.4,31955,9.4,62,0.284304554
19115,,,94.3,11251,2.55,4.3,40.7,51.1,92.6,1.3,0.3,3.4,0.1,2.1,0.3,15.9,17.3,37.3,45.4,28432,12.6,0,0
19117,,,93,8700,2.33,5.1,45.5,50.2,97.7,0.1,0.3,0,0,0,1.9,0.4,8.2,45.1,46.8,25055,10.6,0,0
19119,,,92.4,11730,2.58,1.9,38.2,51.2,97.1,0.1,0.6,0.2,0.1,1.1,0.9,2.4,9.4,37.3,53.4,30777,5.8,0,0
19121,,,94.4,15661,2.47,4.8,40.9,50,97.5,0.5,0,1.1,0.1,0.2,0.5,1.6,5.6,37.4,57,31947,6.8,0,0
19123,41.29875137,-92.63537174,94.7,22324,2.41,6.3,39.9,50.7,95.7,1.5,0.1,1.1,0,0.4,1.2,1.9,8.9,37.2,53.9,25923,13.9,7,0.313563877
19125,41.3590773,-93.0272832,96.7,33197,2.42,3.9,39.2,49.6,95.9,0.6,0.3,1.1,0,0.6,1.5,1.8,7.1,35.8,57,28440,9.9,11,0.331355243
19127,42.04675649,-92.91818023,92.3,40735,2.6,5.9,38.7,50.7,83.5,1.3,0.2,3.1,0,9.3,2.6,19.8,15.3,32.7,52,26953,10.7,13,0.319135878
19129,,,94.3,14841,2.61,3.9,42.8,50.8,97.4,0.7,0.8,0.1,0,0.1,0.8,2.7,6.7,35.3,57.9,30735,8.2,0,0
19131,,,90.6,10757,2.43,3.6,43.7,49.7,97.9,0.1,0.2,0.4,0,0.1,1.4,1.3,8.8,43.9,47.4,26817,9.2,0,0
19133,41.936203,-96.027145,93.1,9013,2.16,4.1,47,49.4,97,0.6,1.2,0.1,0,0.1,1,1.7,9.5,39.8,50.8,23276,14.5,1,0.110950849
19135,41.0277869,-92.8057,91.7,7964,2.34,5.9,43.2,50.6,97.3,0.1,0,0.2,0,1.8,0.6,2.5,11.9,45.8,42.4,28764,13.2,1,0.125565043
19137,41.024273,-95.213875,91.9,10380,2.21,8.4,45.2,47.8,95.5,0,0.2,0,0,1.6,2.7,3.4,10.9,36.1,52.9,24460,15.1,1,0.096339114
19139,41.42552371,-91.07203621,93.4,42949,2.59,4.5,38,49.7,91.4,1.7,0.2,1.1,0,2.8,2.8,17.1,13.1,33.9,52.8,29157,11.4,3,0.069850288
19141,43.08988915,-95.62619974,94.5,14055,2.25,2.7,43.4,50.1,94.5,0.5,0.3,0.9,0,2.7,1.2,4.3,7.9,36.4,55.7,29097,9.3,1,0.071149057
19143,,,92.1,6154,2.31,2.7,44.3,50.5,95.4,0.4,0.2,0.4,0.1,2.5,1,6.9,12.4,39.6,48,25506,10.4,0,0
19145,40.75713,-95.03772,91.7,15552,2.29,4.3,44,51.7,94.3,2.4,0.4,1.2,0,0.3,1.5,3,11.6,33.9,54.5,24669,14.9,2,0.128600823
19147,43.14088,-94.66676,95.1,9155,2.27,2,42.6,49.9,96.5,1.8,0.1,0.5,0,0.2,0.9,2.2,6.4,30.2,63.4,26761,9.1,1,0.109229929
19149,42.78121967,-96.16427238,94.4,24972,2.46,3.6,41.5,49.3,95.4,0.5,0.2,0.6,0.2,2,1.1,4,7.9,34.6,57.5,31804,8.6,3,0.120134551
19151,,,93.4,7061,2.14,4.8,47.3,49.6,96,1.5,0.1,0.2,0.1,0.7,1.4,3.5,6.8,39.2,53.9,27557,12.8,0,0
19153,41.60760127,-93.67427981,93.7,459159,2.52,5.2,35,49.2,85,6.4,0.3,4.1,0.1,1.5,2.6,8,8.3,25,66.8,32317,12.4,205,0.446468435
19155,41.26467299,-95.82738683,91.8,93198,2.48,4.9,39.3,49.4,94.3,1.5,0.3,0.7,0,1.3,1.9,7.2,10,34.7,55.2,29149,11.8,12,0.128758128
19157,41.74196743,-92.72720162,92.9,18622,2.29,4.3,41,47.8,94.7,1.8,0.1,2,0,0.2,1.2,3,6.6,39.3,54.1,24944,10,5,0.268499624
19159,,,90.1,5054,2.4,5.3,46,48.7,97.2,0.2,0.4,0.4,0,1.1,0.7,2.1,9.2,37.3,53.5,24592,11,0,0
19161,,,93.6,10034,2.25,3.9,45.9,49.1,97.7,0.6,0,0,0,0.5,1.2,2.6,8.3,38.6,53.1,27529,10.2,0,0
19163,41.55844878,-90.5514029,93.6,171116,2.49,4.9,37.7,49.2,85.9,7.7,0.3,2.4,0,1.1,2.6,6.3,7,29.4,63.6,30607,12.2,52,0.303887421
19165,41.65051867,-95.32463333,92.9,11944,2.32,3.3,47,49,96.1,0.4,0.1,0.3,0,1.8,1.2,2.9,8.7,37.8,53.5,26652,10,3,0.251172137
19167,42.9967001,-96.0510589,93.6,34621,2.7,1.8,33.3,50.4,92.9,0.4,0.2,0.7,0,4.6,1.1,9.8,10.1,30.9,59,26959,7.6,2,0.057768406
19169,42.02687411,-93.63503848,95.7,94834,2.34,5.2,25.8,52,87.6,2.3,0.2,6.9,0,0.3,2.7,3.2,3.7,18.5,77.8,20601,22.3,41,0.432334395
19171,41.980736,-92.578445,92.4,17423,2.53,5.7,43.2,49.4,88.6,0.5,7.4,0.3,0.1,1.2,1.8,8.2,9.4,40.7,49.9,27806,13,1,0.057395397
19173,,,88.9,6209,2.25,3.3,43.4,50.4,96,0.2,0.3,0.7,0,2.1,0.7,7.4,9.1,41.8,49.1,26360,13.2,0,0
19175,41.07117,-94.38462,91.8,12539,2.27,4.1,40.3,48.2,97.4,1,0.3,0.6,0.1,0,0.7,2.7,8.1,38.9,53,26244,12.9,1,0.079751176
19177,,,84.8,7380,2.49,3.7,44.8,51.2,98,0.6,0.1,0,0,0.1,1.2,1.3,11.7,42.2,46.1,26170,14.5,0,0
19179,41.02649199,-92.4046671,92.3,35242,2.38,7,39.5,49.2,90.8,2.4,0.2,0.9,0.3,4.1,1.4,10.2,13.7,36.6,49.7,24424,17.5,8,0.227001873
19181,,,96,48170,2.54,5.2,38.2,48.9,96.8,0.4,0.2,0.5,0.1,0.4,1.6,2.4,4.4,32.1,63.5,34023,7.3,0,0
19183,41.29347404,-91.70085747,91.4,22115,2.49,4.2,41.2,49.6,96.5,0.9,0.2,0.5,0,0.8,1.1,5.6,9.2,37.5,53.4,29743,9,2,0.090436355
19185,,,87.2,6403,2.44,3,43.9,48.6,97.8,0.6,0.3,0.1,0,0,1.1,1.2,10.8,45.7,43.5,24445,14.7,0,0
19187,42.49528334,-94.1885006,93,37050,2.27,6.6,39.5,51.5,91.5,4.5,0.4,1.2,0,1,1.4,4.4,9.4,32.5,58.1,23465,15.7,11,0.296896086
19189,,,95.7,10580,2.2,6.6,42.8,48.7,95.3,0.7,0.8,1.1,0,0.4,1.6,3.9,9,32.9,58.1,26298,10.2,0,0
19191,43.27010007,-91.80014365,96.1,20789,2.24,2.5,40.6,50,96.8,0.9,0.2,1.2,0,0.3,0.6,2.1,5.6,33.7,60.8,26472,8,9,0.432921256
19193,42.49798003,-96.39055649,90.9,102426,2.58,5,35.3,49.4,86.2,3.1,1.5,2.8,0.1,3.3,3,15.3,14.3,34,51.7,25575,14.2,32,0.312420674
19195,,,94.1,7562,2.37,6.3,44.6,49.6,97.2,0.9,0.1,0.2,0,0.1,1.6,2.7,7.7,35.3,57,26015,10.5,0,0
19197,,,92.2,12891,2.29,6.2,44.4,49.9,93.3,0.5,0.2,0.6,0,4.1,1.4,10.5,10,35.7,54.3,26619,12.8,0,0
20001,37.90660141,-95.40867238,89.7,12951,2.37,5.3,41.7,49.6,93.6,1.9,0.3,0.2,0.1,0.5,3.5,3.3,9.6,32.6,57.8,22483,15.4,7,0.540498803
20003,38.279747,-95.24607,87.7,7858,2.41,3.7,42,49.6,95.5,0.1,2.2,0,0,0,2.1,0.5,9.1,37,53.8,23640,15.1,1,0.127258844
20005,39.57128481,-95.11609861,90.1,16557,2.5,6.7,36.6,48.6,90.7,3.9,0.5,0.2,0.1,0.2,4.3,2.8,7.4,41.5,51.1,21037,19.2,8,0.48317932
20007,,,89.4,4831,2.44,3.2,44.3,51.2,95.7,0.7,0.4,0.6,0,0.2,2.5,3.1,7.6,36.5,55.9,25032,14.2,0,0
20009,38.36439784,-98.80367623,86.3,27214,2.37,5.5,40.1,49.8,92.3,1.3,0.3,0.2,0.2,3.6,2.1,14.2,13.2,32.2,54.6,25371,15.5,16,0.587932682
20011,37.8371797,-94.70753581,91,14751,2.55,2.5,38.1,49.3,92.9,3.5,0.9,0.8,0,0.2,1.7,2.4,9.5,29.6,60.8,21901,17.4,3,0.203376042
