tract,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17,PC#18,PC#19
50001960100,42.35,83.88,80.05,17.21,20.49,51.64,48.36,78.42,43.44,46.72,53.28,61.48,34.15,27.60,50.00,22.68,25.96,86.61,54.37
50001960200,33.06,79.51,61.48,23.22,12.30,70.77,18.31,77.87,62.02,68.03,7.38,6.28,51.09,71.86,41.80,35.25,80.60,72.40,44.54
50001960300,79.51,69.13,23.77,22.13,87.16,4.64,51.64,97.54,42.35,86.07,20.49,7.92,18.85,87.70,21.58,84.97,49.45,33.06,8.47
50001960400,25.96,63.11,66.39,64.75,57.10,90.44,83.33,81.15,45.08,44.54,40.16,52.19,99.18,72.95,68.03,56.01,94.26,18.31,22.13
50001960500,53.83,52.73,81.15,40.71,4.10,92.08,32.51,66.39,59.29,9.56,6.83,13.39,7.92,75.68,10.66,68.03,33.06,90.44,1.91
50001960600,21.58,47.27,58.74,59.29,74.04,86.61,5.74,58.20,32.51,93.72,68.58,39.07,88.80,69.13,83.33,48.36,39.07,69.67,62.02
50001960700,83.88,64.21,19.40,84.97,47.27,3.01,61.48,65.85,30.87,67.49,74.59,23.77,74.59,98.09,74.04,81.15,0.82,54.37,7.92
50001960800,95.36,56.01,11.20,41.80,56.01,65.85,98.63,45.63,67.49,21.58,99.73,0.27,86.61,23.77,5.19,84.43,21.58,9.02,75.68
50001960900,54.92,56.56,63.66,84.43,42.35,87.16,62.57,82.79,60.38,20.49,57.10,62.02,95.90,92.62,76.78,77.32,66.94,30.87,23.22
50001961000,31.42,40.16,68.58,57.10,30.87,78.96,64.75,83.88,25.96,83.33,56.01,65.85,94.26,89.34,42.35,60.93,62.57,9.56,27.60
50003970200,1.37,86.61,10.11,78.96,49.45,50.00,53.83,39.07,3.01,43.99,90.98,70.77,98.63,74.59,48.36,41.80,61.48,67.49,29.23
50003970300,30.33,44.54,9.56,88.80,19.40,65.30,56.56,74.59,14.48,76.23,46.72,45.63,96.99,90.44,60.93,62.57,28.69,59.29,53.28
50003970400,18.31,47.81,8.47,63.66,41.80,9.56,78.42,88.25,15.03,41.26,85.52,22.13,97.54,64.75,21.04,4.10,81.69,68.58,42.90
50003970500,4.10,71.86,3.55,95.90,54.37,46.17,67.49,23.22,1.37,56.01,35.25,57.65,93.72,78.42,63.66,57.65,94.81,10.11,49.45
50003970600,15.03,41.26,16.12,76.23,9.56,47.27,22.68,80.60,4.64,33.06,29.23,52.73,45.08,28.14,57.10,16.12,31.42,82.24,54.92
50003970700,13.93,52.19,7.92,79.51,28.14,77.87,72.40,87.16,88.80,77.32,50.55,75.14,88.25,70.77,75.14,66.39,47.27,33.61,24.86
50003970800,16.67,80.05,32.51,36.34,5.19,86.07,37.98,75.14,3.55,12.84,83.88,73.50,39.62,7.38,86.07,75.14,84.97,22.68,58.74
50003970900,63.11,27.60,29.23,38.52,4.64,62.02,42.90,93.72,1.91,17.21,41.26,36.89,6.83,15.57,78.96,45.63,23.77,13.39,78.96
50003971000,84.97,66.39,5.19,85.52,26.50,64.21,90.44,94.26,92.08,29.23,70.22,43.44,10.11,82.79,27.60,11.75,53.28,98.09,95.36
50003971100,77.32,57.65,14.48,62.02,18.85,90.98,80.05,83.33,28.14,3.55,64.75,77.87,5.74,5.74,82.24,98.63,37.98,84.43,32.51
50003971200,86.07,4.64,3.01,13.93,3.01,62.57,25.96,95.90,9.56,96.99,21.04,74.04,17.76,42.90,91.53,37.98,6.83,77.32,61.48
50003971300,56.56,37.43,52.19,42.90,0.82,18.31,49.45,99.18,16.12,16.67,76.78,72.40,44.54,13.39,36.34,1.37,4.64,77.87,99.18
50005957000,45.63,15.03,89.89,30.87,75.14,23.77,76.23,30.87,58.74,65.30,77.87,89.89,53.83,78.96,31.97,45.08,51.09,41.80,38.52
50005957100,41.80,26.50,81.69,31.97,55.46,36.34,69.67,4.10,74.59,90.44,71.31,83.33,37.43,46.72,23.22,57.10,52.73,88.25,77.32
50005957200,37.98,13.93,62.02,7.38,45.63,14.48,44.54,5.19,69.13,64.21,69.67,19.40,25.96,27.05,37.43,91.53,95.90,50.00,43.44
50005957300,89.34,3.01,69.67,1.91,27.05,29.23,77.87,15.03,92.62,91.53,95.36,44.54,1.37,80.60,96.99,34.15,69.67,16.67,70.22
50005957400,71.86,24.32,38.52,43.99,58.74,34.70,74.59,0.82,11.20,87.16,58.20,10.11,46.72,29.78,33.06,88.80,11.20,75.14,57.10
50005957500,51.09,10.66,84.97,6.83,6.28,52.73,98.09,18.31,76.78,97.54,49.45,97.54,60.38,36.34,0.82,67.49,84.43,90.98,5.74
50005957600,7.38,59.84,54.37,50.55,74.59,1.37,76.78,11.20,65.30,16.12,64.21,79.51,66.39,71.31,9.56,70.77,60.38,88.80,15.57
50005957700,48.91,12.30,96.45,81.69,97.54,56.01,8.47,89.89,52.19,19.40,72.95,36.34,18.31,35.25,1.91,64.21,8.47,92.08,40.71
50005957800,10.66,36.34,86.07,49.45,85.52,30.33,52.19,39.62,50.55,23.77,93.17,87.16,48.36,60.93,7.38,50.55,56.01,66.94,64.75
50005957900,17.21,48.36,90.98,39.07,23.77,15.57,69.13,10.11,61.48,28.14,93.72,95.90,35.25,72.40,5.74,17.76,57.65,65.85,72.40
50007000100,95.90,86.07,74.04,88.25,24.32,25.41,92.62,50.55,31.42,6.28,30.87,98.63,11.20,99.18,88.80,95.36,64.75,28.69,48.36
