tract,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17,PC#18,PC#19
38001965600,28.54,46.59,45.61,32.93,32.44,10.49,91.46,47.56,96.34,4.63,68.05,54.88,20.24,69.02,85.61,4.63,79.76,36.34,45.12
38003967900,7.07,48.05,46.59,35.85,85.12,59.76,95.85,79.27,47.56,17.32,61.71,70.98,13.90,65.61,51.95,18.78,81.71,57.80,73.90
38003968000,26.59,37.80,53.90,29.02,24.63,65.12,59.76,75.85,60.73,55.37,28.54,61.22,54.88,75.37,41.71,10.49,38.29,44.15,46.10
38003968200,65.12,55.85,89.02,9.02,18.78,55.37,28.05,51.95,91.95,81.22,34.88,6.59,19.27,4.63,15.37,0.24,16.34,95.85,61.22
38003968300,27.56,44.63,75.37,5.61,49.02,57.80,34.39,59.76,39.27,58.29,91.95,57.80,56.83,39.27,92.93,72.93,33.41,59.76,79.76
38005940100,98.29,2.20,15.37,1.22,83.66,75.85,70.00,32.44,65.61,82.20,3.17,30.00,97.32,97.80,34.88,11.46,6.10,33.90,24.15
38005940200,97.32,1.22,32.44,40.24,81.71,73.90,64.63,81.71,20.24,92.93,0.24,76.34,95.85,74.39,94.39,79.76,54.88,61.71,73.41
38005956500,29.51,18.29,57.80,70.98,80.24,77.32,84.63,40.24,46.59,20.73,77.32,25.12,66.10,64.63,31.95,20.73,52.93,48.05,56.34
38005956600,16.83,13.41,70.49,35.37,51.46,79.27,67.07,10.98,72.93,21.22,95.85,42.68,31.46,54.39,43.17,45.12,76.34,10.49,30.98
38007963100,37.80,16.34,47.56,86.10,76.34,2.68,60.73,71.95,40.24,15.37,80.73,62.20,48.54,87.56,93.90,27.07,15.85,51.95,36.34
38009952300,66.59,33.90,66.59,59.27,41.22,93.90,19.27,5.61,97.80,50.00,93.90,10.00,60.24,8.54,35.85,48.05,72.44,96.34,67.56
38009952400,18.78,11.46,68.54,79.27,86.10,74.88,87.56,4.63,34.39,32.44,80.24,33.41,39.76,70.00,75.85,83.17,44.63,39.76,29.02
38009952500,23.17,17.32,49.02,96.34,94.39,72.44,85.12,50.49,34.88,30.00,47.07,32.93,61.71,91.46,84.63,35.37,32.44,83.17,2.68
38011965200,55.85,10.00,74.39,58.78,6.59,8.05,10.98,86.10,94.39,22.68,36.34,44.63,35.85,48.54,85.12,50.98,14.39,41.71,42.68
38011965300,5.61,35.37,28.05,41.71,24.15,2.20,44.63,41.71,94.88,13.41,46.10,83.66,76.34,78.29,74.88,21.71,47.07,73.90,75.37
38013953300,60.24,36.34,54.39,93.41,69.51,47.07,31.95,5.12,35.37,23.66,69.02,64.63,53.41,86.10,11.95,85.61,1.71,92.93,5.61
38015010100,70.98,76.83,82.68,51.46,62.68,27.56,5.12,46.59,78.29,40.24,15.85,50.98,14.39,92.44,94.88,49.51,86.10,80.24,9.51
38015010200,71.46,66.10,78.78,13.41,60.24,13.90,2.68,16.83,61.71,61.22,63.66,28.54,23.17,38.78,23.66,22.20,96.34,37.80,4.15
38015010300,49.51,85.12,42.68,32.44,53.90,6.10,4.63,6.10,48.54,66.10,30.00,72.44,90.49,23.66,13.90,63.66,60.73,85.12,6.59
38015010400,19.27,68.05,51.46,20.24,22.20,26.10,3.17,19.76,60.24,71.46,72.44,72.93,45.12,63.66,80.24,91.46,88.54,18.78,26.10
38015010500,24.15,87.07,14.88,61.71,79.27,21.22,69.02,49.02,79.76,47.07,84.15,84.15,11.95,95.85,22.68,95.37,96.83,99.27,77.80
38015010600,73.90,63.17,19.76,34.39,67.07,28.54,18.29,62.20,68.05,70.49,48.54,41.71,7.56,86.59,95.37,86.59,45.12,21.71,91.95
38015010700,30.00,69.02,42.20,13.90,31.46,20.73,6.59,18.29,51.95,64.15,40.24,41.22,62.20,79.76,16.34,84.63,73.41,68.05,24.63
38015010800,77.32,48.54,67.07,46.10,88.54,3.17,13.41,63.17,13.41,76.83,5.61,2.20,16.83,39.76,30.49,21.22,80.73,89.02,67.07
38015010900,32.93,70.49,47.07,66.10,73.41,21.71,29.51,73.90,63.17,88.54,26.59,53.41,26.59,92.93,90.00,83.66,95.37,86.59,18.78
38015011001,40.24,74.88,21.22,49.51,59.76,24.63,40.24,52.93,87.56,95.85,88.54,40.24,10.49,59.76,87.56,56.34,65.12,40.24,84.63
