tract,State,County,Latitude,Longitude,RUCA Urbanicity,% Insured,Population,Population Density,Avg Household Size,Unemployment,Median Age,% Male,% White,% Black,% Native,% Asian,% Hawaiian/PI,% Other Race,% Multi-race,% Hispanic/Latino,% Ed. < HS,% Ed. HS Grad.,% Ed. College Grad.,Median Income,% Poverty,MH Provider Count,MH Provider per 1000 Pop.
08001007801,CO,Adams County,39.7420622705882,-104.874756229412,1,64.9,4374,21870.0,3.38,7.7,28.1,48.4,45.1,12.3,0.3,19.1,0.0,21.0,2.2,52.7,46.3,30.8,22.8,15885.0,46.7,17,3.88660265203475
08001007802,CO,Adams County,,,1,61.6,4496,22480.0,3.32,13.9,26.5,47.7,44.8,20.4,1.2,3.9,0.0,24.4,5.3,62.0,49.2,36.6,14.2,18571.0,38.1,0,0
08001007900,CO,Adams County,,,1,68.5,5631,9385.0,3.13,7.3,30.0,50.9,45.6,15.5,3.3,3.6,0.0,23.9,8.2,58.3,40.4,29.0,30.6,21947.0,28.3,0,0
08001008000,CO,Adams County,,,1,71.0,6223,7778.75,3.57,9.1,28.6,50.4,50.3,21.2,2.0,3.3,0.0,20.9,2.4,49.4,28.6,29.8,41.5,20167.0,22.2,0,0
08001008100,CO,Adams County,39.7419175631564,-104.838192286874,1,85.2,1343,1343.0,1.6,4.7,29.2,43.9,80.9,3.4,0.0,3.3,0.0,7.5,4.9,20.9,7.1,11.5,81.4,25063.0,35.5,320,238.272524199553
08001008200,CO,Adams County,,,1,83.3,5529,3252.35294117647,3.7,6.1,30.4,47.6,61.9,16.2,3.1,2.7,0.4,8.7,7.0,40.3,25.7,29.8,44.5,23303.0,13.3,0,0
08001008308,CO,Adams County,39.741455,-104.82467,1,72.8,5446,3203.52941176471,3.01,9.4,30.8,49.5,52.6,20.2,4.4,6.8,0.0,13.8,2.1,40.0,26.1,39.7,34.2,21941.0,38.2,1,0.183621006243114
08001008309,CO,Adams County,,,1,76.1,3803,809.148936170213,3.47,7.8,27.5,52.5,48.9,10.3,0.0,1.1,2.1,35.7,2.0,69.4,31.0,41.6,27.4,24566.0,27.1,0,0
08001008353,CO,Adams County,,,1,86.2,6586,152.101616628176,3.04,5.4,33.0,48.4,68.1,15.0,0.7,5.1,0.0,7.6,3.5,38.9,18.3,19.8,61.8,30330.0,7.9,0,0
08001008401,CO,Adams County,39.7555433,-104.4303273,2,88.2,4407,22.8816199376947,2.82,6.1,39.4,49.3,92.9,0.5,0.9,1.0,0.0,3.2,1.5,14.6,9.5,35.9,54.7,31227.0,10.1,1,0.22691173133651
08001008402,CO,Adams County,,,2,93.1,4715,7.03416380725049,2.89,5.4,38.2,49.1,92.6,0.0,1.2,0.0,0.0,3.3,2.8,8.4,4.2,29.8,65.9,33487.0,4.3,0,0
08001008505,CO,Adams County,,,1,94.0,6904,5753.33333333333,2.85,4.5,39.4,51.7,93.0,1.5,0.0,1.4,0.0,2.1,2.0,26.0,14.4,30.8,54.7,30553.0,6.6,0,0
08001008506,CO,Adams County,39.9015147,-104.985151766667,1,84.4,6365,10608.3333333333,2.39,7.3,33.4,50.4,90.9,4.1,0.3,2.4,0.0,0.4,1.9,33.9,13.6,35.0,51.4,21176.0,20.0,3,0.471327572663001
08001008507,CO,Adams County,,,1,87.2,7002,7002.0,3.31,9.1,35.1,48.9,85.6,0.9,0.4,0.9,0.0,8.3,3.9,38.4,14.6,36.4,49.1,27803.0,10.7,0,0
08001008508,CO,Adams County,,,1,93.8,5816,5816.0,3.0,4.1,34.0,50.5,89.1,0.7,0.8,5.4,0.0,2.4,1.6,25.6,10.2,32.3,57.5,35823.0,5.6,0,0
08001008523,CO,Adams County,,,1,90.6,7620,101.6,2.9,4.2,39.1,53.2,92.1,3.8,0.1,0.0,0.0,1.6,2.3,20.7,5.9,35.5,58.6,36215.0,8.8,0,0
08001008524,CO,Adams County,,,1,96.3,8104,4265.26315789474,3.05,4.5,34.9,51.4,83.6,4.1,0.4,6.6,0.0,1.4,4.0,20.5,4.2,19.2,76.6,45124.0,1.9,0,0
08001008526,CO,Adams County,,,1,93.7,6710,2396.42857142857,2.64,1.3,37.5,52.1,86.3,3.4,0.9,5.6,0.0,1.3,2.4,13.2,8.4,16.7,74.9,43797.0,4.4,0,0
