county,PC#1,PC#2,PC#3,PC#4,PC#5,PC#6,PC#7,PC#8,PC#9,PC#10,PC#11,PC#12,PC#13,PC#14,PC#15,PC#16,PC#17
6001,54.31,95.69,93.97,71.55,38.79,21.55,25.00,31.90,7.76,50.86,43.97,33.62,45.69,71.55,12.93,50.86,87.07
6003,49.14,0.86,87.07,99.14,95.69,0.86,99.14,90.52,31.90,9.48,61.21,0.86,76.72,43.97,30.17,7.76,71.55
6005,12.93,37.07,50.86,83.62,16.38,97.41,87.07,47.41,28.45,81.90,75.00,45.69,14.66,59.48,56.03,31.90,81.90
6007,35.34,28.45,61.21,12.93,23.28,28.45,42.24,57.76,97.41,33.62,19.83,54.31,40.52,87.07,37.07,14.66,68.10
6009,11.21,38.79,21.55,49.14,12.93,85.34,78.45,42.24,23.28,57.76,35.34,7.76,28.45,4.31,40.52,35.34,59.48
6011,78.45,31.90,37.07,2.59,99.14,93.97,35.34,80.17,4.31,66.38,40.52,93.97,69.83,52.59,11.21,85.34,99.14
6013,40.52,92.24,75.00,66.38,43.97,54.31,31.90,85.34,9.48,12.93,73.28,38.79,78.45,69.83,28.45,47.41,38.79
6015,42.24,4.31,97.41,64.66,90.52,61.21,66.38,23.28,64.66,16.38,47.41,73.28,21.55,42.24,88.79,76.72,90.52
6017,9.48,59.48,26.72,59.48,25.00,83.62,85.34,92.24,61.21,37.07,12.93,19.83,64.66,64.66,35.34,16.38,47.41
6019,93.97,54.31,71.55,37.07,28.45,19.83,37.07,14.66,80.17,56.03,49.14,35.34,93.97,33.62,93.97,93.97,97.41
6021,73.28,14.66,56.03,0.86,92.24,78.45,40.52,25.00,21.55,69.83,37.07,88.79,61.21,12.93,23.28,4.31,25.00
6023,26.72,12.93,81.90,26.72,71.55,2.59,14.66,81.90,88.79,30.17,76.72,85.34,19.83,66.38,43.97,57.76,33.62
6025,99.14,26.72,11.21,76.72,9.48,73.28,97.41,52.59,54.31,83.62,80.17,11.21,88.79,99.14,18.10,64.66,31.90
6027,25.00,33.62,9.48,95.69,64.66,4.31,64.66,0.86,2.59,4.31,50.86,99.14,35.34,83.62,57.76,75.00,37.07
6029,92.24,47.41,52.59,68.10,26.72,80.17,43.97,30.17,69.83,26.72,56.03,69.83,62.93,2.59,7.76,52.59,54.31
6031,88.79,52.59,76.72,87.07,57.76,95.69,47.41,49.14,73.28,43.97,83.62,25.00,57.76,6.03,92.24,81.90,61.21
6033,50.86,6.03,80.17,23.28,19.83,7.76,38.79,50.86,42.24,90.52,97.41,71.55,71.55,0.86,66.38,61.21,78.45
6035,45.69,18.10,99.14,97.41,88.79,99.14,12.93,28.45,93.97,71.55,31.90,40.52,66.38,80.17,45.69,56.03,7.76
6037,83.62,83.62,49.14,81.90,31.90,11.21,2.59,19.83,18.10,87.07,87.07,43.97,42.24,85.34,71.55,23.28,23.28
6039,85.34,35.34,30.17,18.10,73.28,45.69,21.55,9.48,19.83,0.86,14.66,9.48,81.90,19.83,42.24,62.93,83.62
6041,0.86,90.52,25.00,40.52,69.83,87.07,69.83,76.72,57.76,11.21,99.14,75.00,99.14,7.76,76.72,28.45,21.55
6043,14.66,30.17,31.90,75.00,6.03,76.72,81.90,6.03,37.07,52.59,71.55,50.86,50.86,11.21,47.41,25.00,64.66
6045,38.79,16.38,62.93,9.48,56.03,12.93,56.03,45.69,62.93,59.48,95.69,64.66,26.72,81.90,26.72,90.52,4.31
6047,95.69,42.24,85.34,14.66,42.24,62.93,93.97,59.48,40.52,73.28,66.38,87.07,68.10,45.69,99.14,2.59,76.72
6049,23.28,11.21,47.41,56.03,78.45,26.72,4.31,11.21,26.72,78.45,0.86,49.14,90.52,93.97,52.59,83.62,35.34
6051,56.03,45.69,2.59,88.79,93.97,38.79,0.86,99.14,68.10,99.14,25.00,97.41,87.07,50.86,69.83,37.07,75.00
6053,87.07,61.21,33.62,31.90,97.41,66.38,18.10,35.34,16.38,68.10,85.34,6.03,23.28,78.45,61.21,0.86,12.93
6055,37.07,78.45,42.24,30.17,83.62,81.90,68.10,54.31,12.93,28.45,64.66,42.24,31.90,95.69,85.34,19.83,40.52
6057,4.31,50.86,19.83,47.41,30.17,49.14,33.62,88.79,59.48,76.72,42.24,12.93,83.62,73.28,31.90,69.83,95.69
6059,68.10,87.07,6.03,85.34,52.59,9.48,61.21,12.93,83.62,88.79,23.28,14.66,16.38,31.90,59.48,18.10,43.97
6061,7.76,80.17,23.28,50.86,47.41,68.10,73.28,93.97,76.72,6.03,4.31,68.10,92.24,47.41,62.93,43.97,9.48
6063,6.03,19.83,40.52,52.59,14.66,64.66,75.00,73.28,30.17,93.97,52.59,78.45,73.28,92.24,64.66,66.38,69.83
6065,81.90,68.10,18.10,92.24,2.59,33.62,28.45,78.45,47.41,61.21,26.72,80.17,43.97,16.38,97.41,59.48,14.66
6067,61.21,81.90,90.52,57.76,11.21,23.28,11.21,66.38,43.97,25.00,45.69,57.76,75.00,76.72,6.03,11.21,30.17
6069,75.00,57.76,16.38,33.62,81.90,90.52,92.24,97.41,14.66,14.66,54.31,56.03,4.31,56.03,16.38,99.14,16.38
6071,90.52,69.83,38.79,90.52,0.86,43.97,9.48,69.83,33.62,23.28,11.21,62.93,80.17,37.07,90.52,92.24,26.72
6073,66.38,85.34,7.76,93.97,21.55,35.34,23.28,38.79,90.52,64.66,59.48,81.90,38.79,30.17,2.59,38.79,52.59
6075,30.17,99.14,92.24,54.31,80.17,37.07,80.17,4.31,78.45,97.41,81.90,90.52,85.34,49.14,4.31,45.69,57.76
6077,80.17,73.28,88.79,43.97,35.34,47.41,57.76,68.10,11.21,54.31,21.55,47.41,6.03,38.79,81.90,42.24,49.14
6079,31.90,62.93,12.93,69.83,49.14,71.55,16.38,21.55,99.14,18.10,88.79,21.55,0.86,26.72,33.62,71.55,73.28
6081,33.62,93.97,59.48,45.69,85.34,31.90,90.52,33.62,45.69,75.00,28.45,26.72,52.59,21.55,87.07,87.07,19.83
6083,71.55,66.38,14.66,61.21,75.00,40.52,26.72,37.07,85.34,38.79,93.97,52.59,2.59,61.21,73.28,33.62,92.24
6085,47.41,97.41,73.28,62.93,87.07,14.66,95.69,26.72,71.55,92.24,6.03,23.28,49.14,25.00,75.00,95.69,50.86
6087,43.97,64.66,28.45,28.45,68.10,56.03,49.14,56.03,92.24,19.83,92.24,18.10,30.17,90.52,68.10,73.28,88.79
6089,19.83,23.28,54.31,19.83,45.69,16.38,30.17,64.66,75.00,31.90,7.76,37.07,54.31,57.76,49.14,21.55,45.69
6091,2.59,43.97,4.31,42.24,50.86,88.79,19.83,2.59,6.03,45.69,9.48,2.59,47.41,62.93,83.62,30.17,62.93
6093,16.38,9.48,78.45,11.21,18.10,30.17,59.48,18.10,49.14,62.93,62.93,31.90,95.69,88.79,54.31,88.79,93.97
6095,57.76,88.79,95.69,78.45,4.31,69.83,7.76,95.69,0.86,2.59,69.83,28.45,25.00,68.10,21.55,68.10,85.34
6097,28.45,71.55,43.97,21.55,76.72,59.48,45.69,71.55,38.79,21.55,90.52,66.38,37.07,75.00,95.69,12.93,18.10
6099,76.72,49.14,57.76,16.38,33.62,75.00,88.79,83.62,35.34,47.41,38.79,92.24,11.21,40.52,25.00,26.72,2.59
6101,69.83,56.03,69.83,7.76,61.21,25.00,71.55,62.93,50.86,85.34,2.59,59.48,7.76,54.31,9.48,6.03,66.38
6103,52.59,7.76,66.38,4.31,40.52,52.59,83.62,40.52,52.59,42.24,30.17,83.62,56.03,14.66,19.83,40.52,6.03
6105,21.55,2.59,64.66,38.79,54.31,6.03,6.03,61.21,25.00,95.69,78.45,4.31,18.10,9.48,50.86,97.41,0.86
6107,97.41,21.55,35.34,25.00,66.38,50.86,50.86,7.76,81.90,35.34,33.62,16.38,97.41,18.10,0.86,54.31,11.21
6109,18.10,25.00,45.69,80.17,7.76,92.24,76.72,43.97,56.03,80.17,57.76,76.72,12.93,28.45,38.79,49.14,42.24
6111,62.93,76.72,0.86,73.28,62.93,57.76,52.59,75.00,66.38,40.52,68.10,30.17,9.48,23.28,14.66,80.17,80.17
6113,59.48,75.00,68.10,6.03,59.48,18.10,54.31,16.38,95.69,7.76,16.38,61.21,33.62,97.41,78.45,78.45,28.45
6115,64.66,40.52,83.62,35.34,37.07,42.24,62.93,87.07,87.07,49.14,18.10,95.69,59.48,35.34,80.17,9.48,56.03
